"SampleID","Longitude","Latitude","Project_na","Region","Type","Source","Date","Station","Microcystis","Chlorophyll","Secchi","Temperature","SalSurf","TurbidityNTU","TowType","Year","Month","BottomDepth","Tide","Datetime","DO","TurbidityFNU","SizeClass","InsectGroup","Volume","Habitat","DistanceToBreach","CPUE"
"20mm 815 2017-05-10 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2017-05-10 07:00:00,"815",NA,NA,118,18.5,0.0500452380905415,11.6,"Oblique",2017,NA,4.572,"Ebb",2017-05-10 08:33:00,NA,NA,"Meso","Chironomid",3.525791905548,"Open Water",1868.33040902483,0
"20mm 815 2017-05-10 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2017-05-10 07:00:00,"815",NA,NA,118,18.5,0.0500452380905415,11.6,"Oblique",2017,NA,4.572,"Ebb",2017-05-10 08:33:00,NA,NA,"Meso","Other",3.525791905548,"Open Water",1868.33040902483,0
"20mm 815 2017-05-23 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2017-05-23 07:00:00,"815",NA,NA,129,20.6,0.145788976925572,10.7,"Oblique",2017,NA,11.5824,"Ebb",2017-05-23 11:09:00,NA,NA,"Meso","Chironomid",5.22774858025629,"Open Water",1868.33040902483,0
"20mm 815 2017-05-23 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2017-05-23 07:00:00,"815",NA,NA,129,20.6,0.145788976925572,10.7,"Oblique",2017,NA,11.5824,"Ebb",2017-05-23 11:09:00,NA,NA,"Meso","Other",5.22774858025629,"Open Water",1868.33040902483,0
"20mm 815 2017-06-06 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2017-06-06 07:00:00,"815",NA,NA,92,20.2,0.177935366845618,9.7,"Oblique",2017,NA,11.8872,"Ebb",2017-06-06 08:50:00,NA,NA,"Meso","Chironomid",3.88681301836491,"Open Water",1868.33040902483,0
"20mm 815 2017-06-06 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2017-06-06 07:00:00,"815",NA,NA,92,20.2,0.177935366845618,9.7,"Oblique",2017,NA,11.8872,"Ebb",2017-06-06 08:50:00,NA,NA,"Meso","Other",3.88681301836491,"Open Water",1868.33040902483,0
"20mm 815 2017-06-20 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2017-06-20 07:00:00,"815",NA,NA,104,23.5,0.139967908477866,5.8,"Oblique",2017,NA,4.2672,"Ebb",2017-06-20 08:53:00,NA,NA,"Meso","Chironomid",6.70359203167399,"Open Water",1868.33040902483,0
"20mm 815 2017-06-20 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2017-06-20 07:00:00,"815",NA,NA,104,23.5,0.139967908477866,5.8,"Oblique",2017,NA,4.2672,"Ebb",2017-06-20 08:53:00,NA,NA,"Meso","Other",6.70359203167399,"Open Water",1868.33040902483,0
"20mm 815 2017-07-06 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2017-07-06 07:00:00,"815",NA,NA,69,22.6,0.0466911157628044,11.6,"Oblique",2017,NA,9.144,"Ebb",2017-07-06 08:49:00,NA,NA,"Meso","Chironomid",5.2931666916765,"Open Water",1868.33040902483,0
"20mm 815 2017-07-06 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2017-07-06 07:00:00,"815",NA,NA,69,22.6,0.0466911157628044,11.6,"Oblique",2017,NA,9.144,"Ebb",2017-07-06 08:49:00,NA,NA,"Meso","Other",5.2931666916765,"Open Water",1868.33040902483,0
"20mm 815 2018-03-13 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2018-03-13 07:00:00,"815",NA,NA,162,13.2,0.135606899506195,22.5,"Oblique",2018,NA,11.8872,"Low slack",2018-03-13 10:22:00,NA,NA,"Meso","Chironomid",3.71906035090563,"Open Water",1868.33040902483,0
"20mm 815 2018-03-13 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2018-03-13 07:00:00,"815",NA,NA,162,13.2,0.135606899506195,22.5,"Oblique",2018,NA,11.8872,"Low slack",2018-03-13 10:22:00,NA,NA,"Meso","Other",3.71906035090563,"Open Water",1868.33040902483,0
"20mm 815 2018-03-27 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2018-03-27 07:00:00,"815",NA,NA,53,13,0.100861987560788,14.9,"Oblique",2018,NA,4.572,"Flood",2018-03-27 10:11:00,NA,NA,"Meso","Chironomid",1.17562589444364,"Open Water",1868.33040902483,0
"20mm 815 2018-03-27 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2018-03-27 07:00:00,"815",NA,NA,53,13,0.100861987560788,14.9,"Oblique",2018,NA,4.572,"Flood",2018-03-27 10:11:00,NA,NA,"Meso","Other",1.17562589444364,"Open Water",1868.33040902483,0
"20mm 815 2018-04-10 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2018-04-10 07:00:00,"815",NA,NA,80,15.8,0.0854933921826207,11.6,"Oblique",2018,NA,4.572,"Low slack",2018-04-10 09:03:00,NA,NA,"Meso","Chironomid",2.89088334699255,"Open Water",1868.33040902483,0
"20mm 815 2018-04-10 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2018-04-10 07:00:00,"815",NA,NA,80,15.8,0.0854933921826207,11.6,"Oblique",2018,NA,4.572,"Low slack",2018-04-10 09:03:00,NA,NA,"Meso","Other",2.89088334699255,"Open Water",1868.33040902483,0
"20mm 815 2018-04-24 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2018-04-24 07:00:00,"815",NA,NA,137,17.5,0.095094159219062,8.56,"Oblique",2018,NA,11.5824,"Flood",2018-04-24 08:26:00,NA,NA,"Meso","Chironomid",4.18214457531589,"Open Water",1868.33040902483,0
"20mm 815 2018-04-24 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2018-04-24 07:00:00,"815",NA,NA,137,17.5,0.095094159219062,8.56,"Oblique",2018,NA,11.5824,"Flood",2018-04-24 08:26:00,NA,NA,"Meso","Other",4.18214457531589,"Open Water",1868.33040902483,0
"20mm 815 2018-05-07 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2018-05-07 07:00:00,"815",NA,NA,NA,18.6,0.10663591540048,4.3,"Oblique",2018,NA,4.572,"Flood",2018-05-07 08:53:00,NA,NA,"Meso","Chironomid",3.6031535725802,"Open Water",1868.33040902483,0
"20mm 815 2018-05-07 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2018-05-07 07:00:00,"815",NA,NA,NA,18.6,0.10663591540048,4.3,"Oblique",2018,NA,4.572,"Flood",2018-05-07 08:53:00,NA,NA,"Meso","Other",3.6031535725802,"Open Water",1868.33040902483,0
"20mm 815 2018-05-22 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2018-05-22 07:00:00,"815",NA,NA,121,21.1,0.103748164885434,4.51,"Oblique",2018,NA,10.3632,"Ebb",2018-05-22 14:51:00,NA,NA,"Meso","Chironomid",2.34093689994965,"Open Water",1868.33040902483,0
"20mm 815 2018-05-22 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2018-05-22 07:00:00,"815",NA,NA,121,21.1,0.103748164885434,4.51,"Oblique",2018,NA,10.3632,"Ebb",2018-05-22 14:51:00,NA,NA,"Meso","Other",2.34093689994965,"Open Water",1868.33040902483,0
"20mm 815 2018-06-05 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2018-06-05 07:00:00,"815",NA,NA,187,22.2,0.0864528376028947,4.8,"Oblique",2018,NA,4.8768,"Ebb",2018-06-05 13:00:00,NA,NA,"Meso","Chironomid",3.51357690549029,"Open Water",1868.33040902483,0
"20mm 815 2018-06-05 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2018-06-05 07:00:00,"815",NA,NA,187,22.2,0.0864528376028947,4.8,"Oblique",2018,NA,4.8768,"Ebb",2018-06-05 13:00:00,NA,NA,"Meso","Other",3.51357690549029,"Open Water",1868.33040902483,0
"20mm 815 2018-07-03 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2018-07-03 07:00:00,"815",NA,NA,150,22.5,0.0797393045187811,4.9,"Oblique",2018,NA,4.8768,"Flood",2018-07-03 08:59:00,NA,NA,"Meso","Chironomid",3.85261101820331,"Open Water",1868.33040902483,0
"20mm 815 2018-07-03 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2018-07-03 07:00:00,"815",NA,NA,150,22.5,0.0797393045187811,4.9,"Oblique",2018,NA,4.8768,"Flood",2018-07-03 08:59:00,NA,NA,"Meso","Other",3.85261101820331,"Open Water",1868.33040902483,0
"20mm 815 2019-03-12 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2019-03-12 07:00:00,"815",NA,NA,47,11.2,0.0701571733949793,22.2,"Oblique",2019,NA,6.096,"High slack",2019-03-12 10:18:00,NA,NA,"Meso","Chironomid",2.06324923197093,"Open Water",1868.33040902483,0
"20mm 815 2019-03-12 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2019-03-12 07:00:00,"815",NA,NA,47,11.2,0.0701571733949793,22.2,"Oblique",2019,NA,6.096,"High slack",2019-03-12 10:18:00,NA,NA,"Meso","Other",2.06324923197093,"Open Water",1868.33040902483,0
"20mm 815 2019-03-26 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2019-03-26 07:00:00,"815",NA,NA,103,13.8,0.10567315443755,8.4,"Oblique",2019,NA,5.1816,"Flood",2019-03-26 09:41:00,NA,NA,"Meso","Chironomid",4.22231835328349,"Open Water",1868.33040902483,0
"20mm 815 2019-03-26 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2019-03-26 07:00:00,"815",NA,NA,103,13.8,0.10567315443755,8.4,"Oblique",2019,NA,5.1816,"Flood",2019-03-26 09:41:00,NA,NA,"Meso","Other",4.22231835328349,"Open Water",1868.33040902483,0
"20mm 815 2019-04-09 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2019-04-09 07:00:00,"815",NA,NA,100,14.6,0.069678262454378,7.6,"Oblique",2019,NA,4.572,"Ebb",2019-04-09 09:22:00,NA,NA,"Meso","Chironomid",3.08062301455572,"Open Water",1868.33040902483,0
"20mm 815 2019-04-09 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2019-04-09 07:00:00,"815",NA,NA,100,14.6,0.069678262454378,7.6,"Oblique",2019,NA,4.572,"Ebb",2019-04-09 09:22:00,NA,NA,"Meso","Other",3.08062301455572,"Open Water",1868.33040902483,0
"20mm 815 2019-04-23 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2019-04-23 07:00:00,"815",NA,NA,200,17,0.068720481102568,10.1,"Oblique",2019,NA,4.2672,"Ebb",2019-04-23 09:36:00,NA,NA,"Meso","Chironomid",2.54642034536499,"Open Water",1868.33040902483,0
"20mm 815 2019-04-23 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2019-04-23 07:00:00,"815",NA,NA,200,17,0.068720481102568,10.1,"Oblique",2019,NA,4.2672,"Ebb",2019-04-23 09:36:00,NA,NA,"Meso","Other",2.54642034536499,"Open Water",1868.33040902483,0
"20mm 815 2019-05-07 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2019-05-07 07:00:00,"815",NA,NA,100,17.3,0.0677627489077861,6.1,"Oblique",2019,NA,4.8768,"Ebb",2019-05-07 08:29:00,NA,NA,"Meso","Chironomid",4.91368735655016,"Open Water",1868.33040902483,0
"20mm 815 2019-05-07 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2019-05-07 07:00:00,"815",NA,NA,100,17.3,0.0677627489077861,6.1,"Oblique",2019,NA,4.8768,"Ebb",2019-05-07 08:29:00,NA,NA,"Meso","Other",4.91368735655016,"Open Water",1868.33040902483,0
"20mm 815 2019-05-21 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2019-05-21 07:00:00,"815",NA,NA,200,16,0.0529192362298225,5.8,"Oblique",2019,NA,7.0104,"Ebb",2019-05-21 08:08:00,NA,NA,"Meso","Chironomid",3.50814801657575,"Open Water",1868.33040902483,0
"20mm 815 2019-05-21 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2019-05-21 07:00:00,"815",NA,NA,200,16,0.0529192362298225,5.8,"Oblique",2019,NA,7.0104,"Ebb",2019-05-21 08:08:00,NA,NA,"Meso","Other",3.50814801657575,"Open Water",1868.33040902483,0
"20mm 815 2019-06-04 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2019-06-04 07:00:00,"815",NA,NA,147,20.2,0.0581867227214772,6.5,"Oblique",2019,NA,4.2672,"Ebb",2019-06-04 08:42:00,NA,NA,"Meso","Chironomid",4.25923479790236,"Open Water",1868.33040902483,0
"20mm 815 2019-06-04 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2019-06-04 07:00:00,"815",NA,NA,147,20.2,0.0581867227214772,6.5,"Oblique",2019,NA,4.2672,"Ebb",2019-06-04 08:42:00,NA,NA,"Meso","Other",4.25923479790236,"Open Water",1868.33040902483,0
"20mm 815 2019-06-18 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2019-06-18 07:00:00,"815",NA,NA,135,21.4,0.0495661595096768,6.3,"Oblique",2019,NA,6.096,"Ebb",2019-06-18 08:16:00,NA,NA,"Meso","Chironomid",3.25651901538682,"Open Water",1868.33040902483,0
"20mm 815 2019-06-18 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2019-06-18 07:00:00,"815",NA,NA,135,21.4,0.0495661595096768,6.3,"Oblique",2019,NA,6.096,"Ebb",2019-06-18 08:16:00,NA,NA,"Meso","Other",3.25651901538682,"Open Water",1868.33040902483,0
"20mm 815 2019-07-02 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2019-07-02 07:00:00,"815",NA,NA,147,21.7,0.0572290964889937,7.4,"Oblique",2019,NA,4.2672,"Ebb",2019-07-02 09:38:00,NA,NA,"Meso","Chironomid",3.03773479213086,"Open Water",1868.33040902483,0
"20mm 815 2019-07-02 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2019-07-02 07:00:00,"815",NA,NA,147,21.7,0.0572290964889937,7.4,"Oblique",2019,NA,4.2672,"Ebb",2019-07-02 09:38:00,NA,NA,"Meso","Other",3.03773479213086,"Open Water",1868.33040902483,0
"20mm 815 2020-03-17 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2020-03-17 07:00:00,"815",NA,NA,200,13.4,0.118203404141252,3.3,"Oblique",2020,NA,4.572,"Flood",2020-03-17 09:33:00,NA,NA,"Meso","Chironomid",3.2774202377078,"Open Water",1868.33040902483,0
"20mm 815 2020-03-17 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2020-03-17 07:00:00,"815",NA,NA,200,13.4,0.118203404141252,3.3,"Oblique",2020,NA,4.572,"Flood",2020-03-17 09:33:00,NA,NA,"Meso","Other",3.2774202377078,"Open Water",1868.33040902483,0
"20mm 815 2020-04-15 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2020-04-15 07:00:00,"815",NA,NA,151,16.1,0.104229346207134,4.7,"Oblique",2020,NA,4.572,"High slack",2020-04-15 09:48:00,NA,NA,"Meso","Chironomid",2.79072034651929,"Open Water",1868.33040902483,0
"20mm 815 2020-04-15 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2020-04-15 07:00:00,"815",NA,NA,151,16.1,0.104229346207134,4.7,"Oblique",2020,NA,4.572,"High slack",2020-04-15 09:48:00,NA,NA,"Meso","Other",2.79072034651929,"Open Water",1868.33040902483,0
"20mm 815 2020-04-29 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2020-04-29 07:00:00,"815",NA,NA,200,19.7,0.111452438920878,3,"Oblique",2020,NA,4.572,"Flood",2020-04-29 09:53:00,NA,NA,"Meso","Chironomid",2.75271812411751,"Open Water",1868.33040902483,0
"20mm 815 2020-04-29 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2020-04-29 07:00:00,"815",NA,NA,200,19.7,0.111452438920878,3,"Oblique",2020,NA,4.572,"Flood",2020-04-29 09:53:00,NA,NA,"Meso","Other",2.75271812411751,"Open Water",1868.33040902483,0
"20mm 815 2020-05-13 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2020-05-13 07:00:00,"815",NA,NA,150,19.3,0.103267027275772,3.7,"Oblique",2020,NA,4.572,"Flood",2020-05-13 07:42:00,NA,NA,"Meso","Chironomid",2.55809245653125,"Open Water",1868.33040902483,0
"20mm 815 2020-05-13 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2020-05-13 07:00:00,"815",NA,NA,150,19.3,0.103267027275772,3.7,"Oblique",2020,NA,4.572,"Flood",2020-05-13 07:42:00,NA,NA,"Meso","Other",2.55809245653125,"Open Water",1868.33040902483,0
"20mm 815 2020-05-27 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2020-05-27 07:00:00,"815",NA,NA,155,21.6,0.0955745888896929,4.6,"Oblique",2020,NA,4.8768,"Flood",2020-05-27 06:31:00,NA,NA,"Meso","Chironomid",2.9014696803759,"Open Water",1868.33040902483,0
"20mm 815 2020-05-27 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2020-05-27 07:00:00,"815",NA,NA,155,21.6,0.0955745888896929,4.6,"Oblique",2020,NA,4.8768,"Flood",2020-05-27 06:31:00,NA,NA,"Meso","Other",2.9014696803759,"Open Water",1868.33040902483,0
"20mm 815 2020-06-10 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2020-06-10 07:00:00,"815",NA,NA,160,22.3,0.097496706236128,3.8,"Oblique",2020,NA,6.096,"Ebb",2020-06-10 10:35:00,NA,NA,"Meso","Chironomid",3.68051523961239,"Open Water",1868.33040902483,0
"20mm 815 2020-06-10 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2020-06-10 07:00:00,"815",NA,NA,160,22.3,0.097496706236128,3.8,"Oblique",2020,NA,6.096,"Ebb",2020-06-10 10:35:00,NA,NA,"Meso","Other",3.68051523961239,"Open Water",1868.33040902483,0
"20mm 815 2020-06-23 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2020-06-23 07:00:00,"815",NA,NA,155,22,0.097496706236128,5,"Oblique",2020,NA,4.572,"Ebb",2020-06-23 07:55:00,NA,NA,"Meso","Chironomid",4.26710668682844,"Open Water",1868.33040902483,0
"20mm 815 2020-06-23 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2020-06-23 07:00:00,"815",NA,NA,155,22,0.097496706236128,5,"Oblique",2020,NA,4.572,"Ebb",2020-06-23 07:55:00,NA,NA,"Meso","Other",4.26710668682844,"Open Water",1868.33040902483,0
"20mm 815 2020-07-07 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2020-07-07 07:00:00,"815",NA,NA,156,22.4,0.097496706236128,5.7,"Oblique",2020,NA,4.572,"Flood",2020-07-07 07:29:00,NA,NA,"Meso","Chironomid",2.40635501136986,"Open Water",1868.33040902483,0
"20mm 815 2020-07-07 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2020-07-07 07:00:00,"815",NA,NA,156,22.4,0.097496706236128,5.7,"Oblique",2020,NA,4.572,"Flood",2020-07-07 07:29:00,NA,NA,"Meso","Other",2.40635501136986,"Open Water",1868.33040902483,0
"20mm 815 2021-03-24 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2021-03-24 07:00:00,"815",NA,NA,152,12.6,0.121582408340342,4.5,"Oblique",2021,NA,4.572,"Ebb",2021-03-24 09:04:00,NA,NA,"Meso","Chironomid",4.00814868560488,"Open Water",1868.33040902483,0
"20mm 815 2021-03-24 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2021-03-24 07:00:00,"815",NA,NA,152,12.6,0.121582408340342,4.5,"Oblique",2021,NA,4.572,"Ebb",2021-03-24 09:04:00,NA,NA,"Meso","Other",4.00814868560488,"Open Water",1868.33040902483,0
"20mm 815 2021-04-06 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2021-04-06 07:00:00,"815",NA,NA,183,15.4,0.129798575249461,3.5,"Oblique",2021,NA,6.096,"Ebb",2021-04-06 08:58:00,NA,NA,"Meso","Chironomid",3.25163301536373,"Open Water",1868.33040902483,0
"20mm 815 2021-04-06 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2021-04-06 07:00:00,"815",NA,NA,183,15.4,0.129798575249461,3.5,"Oblique",2021,NA,6.096,"Ebb",2021-04-06 08:58:00,NA,NA,"Meso","Other",3.25163301536373,"Open Water",1868.33040902483,0
"20mm 815 2021-04-20 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2021-04-20 07:00:00,"815",NA,NA,200,17.8,0.148216582430301,2.8,"Oblique",2021,NA,5.4864,"Flood",2021-04-20 08:58:00,NA,NA,"Meso","Chironomid",3.98344724104373,"Open Water",1868.33040902483,0
"20mm 815 2021-04-20 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2021-04-20 07:00:00,"815",NA,NA,200,17.8,0.148216582430301,2.8,"Oblique",2021,NA,5.4864,"Flood",2021-04-20 08:58:00,NA,NA,"Meso","Other",3.98344724104373,"Open Water",1868.33040902483,0
"20mm 815 2021-05-04 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2021-05-04 07:00:00,"815",NA,NA,145,19.1,0.153075608478309,3.3,"Oblique",2021,NA,3.6576,"Flood",2021-05-04 08:38:00,NA,NA,"Meso","Chironomid",2.81325023551463,"Open Water",1868.33040902483,0
"20mm 815 2021-05-04 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2021-05-04 07:00:00,"815",NA,NA,145,19.1,0.153075608478309,3.3,"Oblique",2021,NA,3.6576,"Flood",2021-05-04 08:38:00,NA,NA,"Meso","Other",2.81325023551463,"Open Water",1868.33040902483,0
"20mm 815 2021-05-18 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2021-05-18 07:00:00,"815",NA,NA,97,19.4,0.189189120984207,8.2,"Oblique",2021,NA,3.9624,"Flood",2021-05-18 07:42:00,NA,NA,"Meso","Chironomid",3.797236351275,"Open Water",1868.33040902483,0
"20mm 815 2021-05-18 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2021-05-18 07:00:00,"815",NA,NA,97,19.4,0.189189120984207,8.2,"Oblique",2021,NA,3.9624,"Flood",2021-05-18 07:42:00,NA,NA,"Meso","Other",3.797236351275,"Open Water",1868.33040902483,0
"20mm 815 2021-06-02 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2021-06-02 07:00:00,"815",NA,NA,137,21.9,0.222610177379657,7.5,"Oblique",2021,NA,3.3528,"Flood",2021-06-02 09:54:00,NA,NA,"Meso","Chironomid",5.47530591475932,"Open Water",1868.33040902483,0
"20mm 815 2021-06-02 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2021-06-02 07:00:00,"815",NA,NA,137,21.9,0.222610177379657,7.5,"Oblique",2021,NA,3.3528,"Flood",2021-06-02 09:54:00,NA,NA,"Meso","Other",5.47530591475932,"Open Water",1868.33040902483,0
"20mm 815 2021-06-18 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2021-06-18 07:00:00,"815",NA,NA,172,22.9,0.269156106777451,4.4,"Oblique",2021,NA,4.2672,"Flood",2021-06-18 08:06:00,NA,NA,"Meso","Chironomid",5.14658669098392,"Open Water",1868.33040902483,0
"20mm 815 2021-06-18 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2021-06-18 07:00:00,"815",NA,NA,172,22.9,0.269156106777451,4.4,"Oblique",2021,NA,4.2672,"Flood",2021-06-18 08:06:00,NA,NA,"Meso","Other",5.14658669098392,"Open Water",1868.33040902483,0
"20mm 815 2021-06-29 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2021-06-29 07:00:00,"815",NA,NA,108,22.7,0.419004953110704,6.4,"Oblique",2021,NA,4.572,"Ebb",2021-06-29 10:06:00,NA,NA,"Meso","Chironomid",2.30782067757095,"Open Water",1868.33040902483,0
"20mm 815 2021-06-29 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2021-06-29 07:00:00,"815",NA,NA,108,22.7,0.419004953110704,6.4,"Oblique",2021,NA,4.572,"Ebb",2021-06-29 10:06:00,NA,NA,"Meso","Other",2.30782067757095,"Open Water",1868.33040902483,0
"20mm 815 2021-07-13 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2021-07-13 07:00:00,"815",NA,NA,130,23,0.411895916743373,2.3,"Oblique",2021,NA,4.8768,"High slack",2021-07-13 08:31:00,NA,NA,"Meso","Chironomid",2.05537734304484,"Open Water",1868.33040902483,0
"20mm 815 2021-07-13 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2021-07-13 07:00:00,"815",NA,NA,130,23,0.411895916743373,2.3,"Oblique",2021,NA,4.8768,"High slack",2021-07-13 08:31:00,NA,NA,"Meso","Other",2.05537734304484,"Open Water",1868.33040902483,0
"20mm 815 2022-03-22 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2022-03-22 07:00:00,"815",NA,NA,116,15,0.095094159219062,4.7,"Oblique",2022,NA,6.096,"Ebb",2022-03-22 10:39:00,NA,NA,"Meso","Chironomid",4.03692179685194,"Open Water",1868.33040902483,0
"20mm 815 2022-03-22 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2022-03-22 07:00:00,"815",NA,NA,116,15,0.095094159219062,4.7,"Oblique",2022,NA,6.096,"Ebb",2022-03-22 10:39:00,NA,NA,"Meso","Other",4.03692179685194,"Open Water",1868.33040902483,0
"20mm 815 2022-04-06 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2022-04-06 07:00:00,"815",NA,NA,140,16.5,0.11868597368388,4.5,"Oblique",2022,NA,3.9624,"High slack",2022-04-06 09:14:00,NA,NA,"Meso","Chironomid",3.35016734916263,"Open Water",1868.33040902483,0
"20mm 815 2022-04-06 1",-121.57114,38.08714,"Web Tract Berms","Web Tract Berms","Outside","20mm",2022-04-06 07:00:00,"815",NA,NA,140,16.5,0.11868597368388,4.5,"Oblique",2022,NA,3.9624,"High slack",2022-04-06 09:14:00,NA,NA,"Meso","Other",3.35016734916263,"Open Water",1868.33040902483,0
