Sample Number,Sample Date,Start Time,Sample Location,Class,Genus,Species,Density,Biovolume,Counted
481,4/26/2018,5:13,Interior,Chlorophyta,Pediastrum,Pediastrum simplex,152319.697,9443821.212,64
315,8/8/2017,14:35,Interior,Bacillariophyta,Navicula,Navicula sp.,44078.0445,9432701.524,5
11,7/31/2017,18:05,Breach,Cyanobacteria,Oscillatoria,Oscillatoria spp.,856798.2955,9424781.25,300
127.2,4/20/2018,4:05,Breach,Chlorophyta,Actinastrum,Actinastrum hantzschii,84629.84545,9393912.844,32
11,7/31/2017,18:05,Breach,Bacillariophyta,Navicula,Navicula sp.,52893.6534,9362176.652,20
434,8/8/2017,13:52,Interior,Bacillariophyta,Navicula,Navicula sp.,52893.6534,9362176.652,6
91,8/8/2017,13:58,Breach,Bacillariophyta,Cymatopleura,Cymatopleura solea,5711.988636,9287693.523,4
135.1,4/20/2018,9:05,Breach,Cyanobacteria,Dolichospermum,Dolichospermum sp.,1026136.876,9235231.884,194
172.1,4/26/2018,4:16,Breach,Bacillariophyta,Cocconeis,Cocconeis sp.,26446.8267,9229942.519,25
172.1,4/26/2018,4:16,Breach,Bacillariophyta,Aulacoseira,Aulacoseira sp.,74255.85227,9207725.682,65
127.3,4/20/2018,4:05,Breach,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,47604.28806,9187627.596,9
477,4/25/2018,21:23,Interior,Bacillariophyta,Navicula,Navicula sp.,44078.0445,9168233.257,50
438,8/8/2017,14:37,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,35262.4356,9168233.257,4
181.1,4/26/2018,10:23,Breach,Bacillariophyta,Aulacoseira,Aulacoseira islandica,58183.01874,9134733.943,66
314,8/8/2017,14:10,Breach,Bacillariophyta,Navicula,Navicula sp.,44078.0445,9124155.212,5
430,8/8/2017,7:22,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,35262.4356,9097708.385,4
42,8/1/2017,9:54,Breach,Bacillariophyta,Diploneis,Diploneis sp.,26446.8267,9097708.385,10
136.1,4/20/2018,9:40,Breach,Bacillariophyta,Aulacoseira,Aulacoseira islandica,63472.38408,9076550.924,24
476,4/25/2018,21:15,Interior,Bacillariophyta,Navicula,Navicula sp.,37025.55738,9071261.559,35
92,8/8/2017,14:25,Breach,Bacillariophyta,Epithemia,Epithemia sp.,26446.8267,9018367.905,12
366,4/26/2018,11:12,Interior,Bacillariophyta,Stauroneis,Stauroneis sp.,5711.988636,9013518.068,3
411,8/1/2017,3:15,Interior,Bacillariophyta,Navicula,Navicula sp.,44078.0445,8991921.079,5
418,8/1/2017,15:45,Interior,Bacillariophyta,Synedra,Synedra spp.,17631.2178,8991921.079,2
338,4/20/2018,8:59,Breach,Bacillariophyta,Cymatopleura,Cymatopleura solea,5711.988636,8984958.125,4
126.2,4/20/2018,2:57,Breach,Chlorophyta,Actinastrum,Actinastrum hantzschii,84629.84545,8970763.617,32
181.1,4/26/2018,10:23,Breach,Bacillariophyta,Cocconeis,Cocconeis sp.,21157.46136,8949606.156,24
107.1,4/19/2018,16:14,Breach,Bacillariophyta,Synedra,Synedra delicatissima,5711.988636,8933550.227,1
411,8/1/2017,3:15,Interior,Bacillariophyta,Encyonema,Encyonema sp.,17631.2178,8886133.772,2
311,8/8/2017,6:44,Breach,Bacillariophyta,Stephanodiscus,Stephanodiscus sp.,13223.41335,8886133.772,4
41,8/1/2017,9:32,Breach,Bacillariophyta,Epithemia,Epithemia sp.,21157.46136,8843818.849,8
63,8/8/2017,0:36,Interior,Bacillariophyta,Aulacoseira,Aulacoseira sp.,52893.6534,8833240.118,6
430,8/8/2017,7:22,Interior,Bacillariophyta,Diploneis,Diploneis sp.,26446.8267,8806793.292,3
451,4/19/2018,22:50,Interior,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,35262.4356,8780346.465,20
107.1,4/19/2018,16:14,Breach,Bacillariophyta,Achnanthidium,Achnanthidium spp.,380834.3045,8759189.004,72
402,7/31/2017,18:25,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,35699.92898,8746482.599,1
150.3,4/25/2018,15:33,Breach,Cyanobacteria,Leptolyngbya,Leptolyngbya sp.,1745490.562,8727452.812,396
426,8/8/2017,1:32,Interior,Bacillariophyta,Encyonema,Encyonema sp.,44078.0445,8727452.812,5
437,8/8/2017,14:26,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,44078.0445,8727452.812,5
135.1,4/20/2018,9:05,Breach,Bacillariophyta,Cyclotella,Cyclotella sp.,42314.92272,8716874.081,8
149.1,4/25/2018,15:01,Breach,Bacillariophyta,Cocconeis,Cocconeis sp.,26446.8267,8701005.985,25
161.1,4/25/2018,20:35,Breach,Bacillariophyta,Synedra,Synedra spp.,17631.2178,8674559.158,8
127.1,4/20/2018,4:05,Breach,Bacillariophyta,Synedra,Synedra delicatissima,5711.988636,8670798.75,1
337,4/20/2018,8:53,Breach,Bacillariophyta,Synedra,Synedra spp.,15868.09602,8663980.427,15
163.1,4/25/2018,22:09,Breach,Bacillariophyta,Fragilaria,Fragilaria sp.,133279.7348,8663182.765,28
416,8/1/2017,10:14,Interior,Bacillariophyta,Bacillaria,Bacillaria paradoxa,47599.9053,8663182.765,5
126.1,4/20/2018,2:57,Breach,Bacillariophyta,Diploneis,Diploneis sp.,26446.8267,8648112.331,2
402,7/31/2017,18:25,Interior,Bacillariophyta,Cyclotella,Cyclotella sp.,35699.92898,8639382.813,1
181.1,4/26/2018,10:23,Breach,Chlorophyta,Pediastrum,Pediastrum duplex,169259.6909,8632244.235,192
415,8/1/2017,10:00,Interior,Bacillariophyta,Bacillaria,Bacillaria paradoxa,57119.88636,8625102.841,6
445,4/19/2018,15:50,Interior,Bacillariophyta,Cymatopleura,Cymatopleura solea,5711.988636,8585118.92,5
316,8/8/2017,20:09,Breach,Bacillariophyta,Synedra,Synedra spp.,17631.2178,8568771.851,2
443,8/8/2017,20:57,Interior,Bacillariophyta,Synedra,Synedra spp.,17631.2178,8568771.851,2
118.3,4/19/2018,22:19,Breach,Bacillariophyta,Synedra,Synedra spp.,15868.09602,8521167.563,6
319,4/19/2018,16:36,Breach,Bacillariophyta,Gomphonema,Gomphonema minuta,39670.24005,8489431.371,3
328,4/19/2018,22:04,Interior,Bacillariophyta,Cymatopleura,Cymatopleura solea,5289.36534,8441827.083,4
426,8/8/2017,1:32,Interior,Bacillariophyta,Cocconeis,Cocconeis sp.,19039.96212,8415663.258,2
423,8/8/2017,0:52,Interior,Bacillariophyta,Bacillaria,Bacillaria paradoxa,52893.6534,8410090.891,6
400,7/31/2017,17:54,Interior,Bacillariophyta,Cocconeis,Cocconeis placentula,9519.981061,8368063.352,1
182.1,4/26/2018,10:57,Breach,Bacillariophyta,Melosira,Melosira varians,11423.97727,8350927.386,4
484,4/26/2018,5:08,Interior,Bacillariophyta,Navicula,Navicula sp.,35262.4356,8321934.802,12
418,8/1/2017,15:45,Interior,Bacillariophyta,Aulacoseira,Aulacoseira islandica,52893.6534,8304303.584,6
182.1,4/26/2018,10:57,Breach,Bacillariophyta,Synedra,Synedra spp.,15868.09602,8283146.123,6
107.1,4/19/2018,16:14,Breach,Bacillariophyta,Navicula,Navicula sp.,52893.6534,8251409.931,10
127.3,4/20/2018,4:05,Breach,Bacillariophyta,Cyclotella,Cyclotella sp.,52893.6534,8251409.931,10
403,7/31/2017,18:35,Interior,Bacillariophyta,Encyonema,Encyonema sp.,17631.2178,8233778.713,2
12,7/31/2017,18:30,Breach,Cyanobacteria,Oscillatoria,Oscillatoria spp.,685438.6364,8225263.636,180
404,7/31/2017,18:50,Interior,Bacillariophyta,Navicula,Navicula sp.,35262.4356,8216147.495,4
126.2,4/20/2018,2:57,Breach,Cyanobacteria,Oscillatoria,Oscillatoria spp.,454885.4193,8187937.547,172
477,4/25/2018,21:23,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,35262.4356,8180885.06,40
366,4/26/2018,11:12,Interior,Bacillariophyta,Aulacoseira,Aulacoseira sp.,74255.85227,8168143.75,39
305,8/1/2017,11:17,Interior,Bacillariophyta,Aulacoseira,Aulacoseira sp.,52893.6534,8145622.624,6
304,8/1/2017,9:20,Breach,Bacillariophyta,Cocconeis,Cocconeis sp.,26446.8267,8145622.624,3
413,8/1/2017,9:29,Interior,Bacillariophyta,Bacillaria,Bacillaria paradoxa,44078.0445,8110360.189,5
126.2,4/20/2018,2:57,Breach,Bacillariophyta,Cyclotella,Cyclotella sp.,37025.55738,8108597.067,14
470,4/25/2018,15:26,Interior,Cryptophyta,Rhodomonas,Rhodomonas sp.,211574.6136,8039835.317,80
126.2,4/20/2018,2:57,Breach,Bacillariophyta,Aulacoseira,Aulacoseira islandica,52893.6534,8039835.317,20
322,4/19/2018,17:20,Interior,Bacillariophyta,Synedra,Synedra spp.,14279.97159,7968224.148,4
107.1,4/19/2018,16:14,Breach,Bacillariophyta,Encyonema,Encyonema sp.,26446.8267,7960494.837,5
305,8/1/2017,11:17,Interior,Bacillariophyta,Pinnularia,Pinnularia sp.,9519.981061,7930144.223,1
433,8/8/2017,7:56,Interior,Bacillariophyta,Navicula,Navicula sp.,35262.4356,7898785.575,4
126.3,4/20/2018,2:57,Breach,Bacillariophyta,Cyclotella,Cyclotella sp.,37025.55738,7886443.722,14
173.1,4/26/2018,5:29,Breach,Bacillariophyta,Cyclotella,Cyclotella sp.,35262.4356,7863523.139,12
64,8/8/2017,0:48,Breach,Bacillariophyta,Synedra,Synedra spp.,15868.09602,7854707.53,12
445,4/19/2018,15:50,Interior,Bacillariophyta,Synedra,Synedra spp.,15868.09602,7854707.53,15
357,4/26/2018,4:33,Breach,Bacillariophyta,Diploneis,Diploneis sp.,21157.46136,7849418.165,12
478,4/25/2018,21:56,Interior,Bacillariophyta,Synedra,Synedra delicatissima,5289.36534,7838839.434,10
309,8/8/2017,1:04,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,61709.2623,7837076.313,7
317,8/8/2017,20:25,Interior,Bacillariophyta,Stephanodiscus,Stephanodiscus sp.,17631.2178,7792998.268,2
304,8/1/2017,9:20,Breach,Bacillariophyta,Diatoma,Diatoma vulgare,44078.0445,7757735.833,5
460,4/20/2018,3:21,Interior,Bacillariophyta,Synedra,Synedra spp.,14279.97159,7754024.574,4
127.1,4/20/2018,4:05,Breach,Bacillariophyta,Frustulia,Frustulia sp.,5711.988636,7739744.602,1
305,8/1/2017,11:17,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,52893.6534,7722473.397,6
430,8/8/2017,7:22,Interior,Bacillariophyta,Cocconeis,Cocconeis sp.,17631.2178,7704842.179,2
340,4/20/2018,9:29,Interior,Bacillariophyta,Aulacoseira,Aulacoseira islandica,52893.6534,7669579.744,40
426,8/8/2017,1:32,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,52893.6534,7669579.744,6
318,8/8/2017,21:16,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,26446.8267,7669579.744,3
64,8/8/2017,0:48,Breach,Bacillariophyta,Synedra,Synedra delicatissima,5289.36534,7659001.013,4
460,4/20/2018,3:21,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,39670.24005,7656356.33,12
318,8/8/2017,21:16,Interior,Bacillariophyta,Bacillaria,Bacillaria paradoxa,57119.88636,7654064.773,6
355,4/26/2018,4:17,Breach,Bacillariophyta,Cocconeis,Cocconeis placentula,10578.73068,7637843.551,10
127.3,4/20/2018,4:05,Breach,Chlorophyta,Pediastrum,Pediastrum duplex,169259.6909,7616686.09,32
126.2,4/20/2018,2:57,Breach,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,31736.19204,7616686.09,12
309,8/8/2017,1:04,Interior,Bacillariophyta,Surirella,Surirella ovata,9519.981061,7615984.848,1
319,4/19/2018,16:36,Breach,Bacillariophyta,Achnanthidium,Achnanthidium spp.,251244.8537,7537345.61,19
476,4/25/2018,21:15,Interior,Bacillariophyta,Frustulia,Frustulia sp.,5711.988636,7471281.136,5
426,8/8/2017,1:32,Interior,Bacillariophyta,Cymbella,Cymbella sp.,26446.8267,7458005.13,3
127.3,4/20/2018,4:05,Breach,Bacillariophyta,Synedra,Synedra spp.,15868.09602,7426268.938,3
63,8/8/2017,0:36,Interior,Bacillariophyta,Navicula,Navicula sp.,44078.0445,7405111.476,5
438,8/8/2017,14:37,Interior,Bacillariophyta,Navicula,Navicula sp.,35262.4356,7405111.476,4
173.2,4/26/2018,5:29,Breach,Bacillariophyta,Cymbella,Cymbella sp.,31736.19204,7362796.554,18
181.1,4/26/2018,10:23,Breach,Bacillariophyta,Surirella,Surirella sp.,10578.73068,7309902.9,12
475,4/25/2018,21:06,Interior,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,35262.4356,7299324.17,20
403,7/31/2017,18:35,Interior,Bacillariophyta,Epithemia,Epithemia sp.,17631.2178,7281692.952,2
366,4/26/2018,11:12,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,26446.8267,7272877.343,15
403,7/31/2017,18:35,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,44078.0445,7184721.254,5
472,4/25/2018,15:52,Interior,Bacillariophyta,Navicula,Navicula sp.,31736.19204,7140643.209,15
423,8/8/2017,0:52,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,26446.8267,7140643.209,3
11,7/31/2017,18:05,Breach,Bacillariophyta,Gomphonema,Gomphonema sp.,13223.41335,7087749.556,5
472,4/25/2018,15:52,Interior,Euglenophyta,Euglena,Euglena sp.,10578.73068,7077170.825,5
319,4/19/2018,16:36,Breach,Bacillariophyta,Stephanodiscus,Stephanodiscus sp.,14279.97159,7054305.966,1
433,8/8/2017,7:56,Interior,Bacillariophyta,Amphora,Amphora sp.,9519.981061,7044785.985,1
182.1,4/26/2018,10:57,Breach,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,31736.19204,7013698.441,12
364,4/26/2018,10:55,Interior,Bacillariophyta,Epithemia,Epithemia sp.,17631.2178,6999593.467,4
476,4/25/2018,21:15,Interior,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,31736.19204,6981962.249,30
472,4/25/2018,15:52,Interior,Bacillariophyta,Stephanodiscus,Stephanodiscus sp.,11423.97727,6968626.136,5
12,7/31/2017,18:30,Breach,Bacillariophyta,Stephanodiscus,Stephanodiscus sp.,11423.97727,6922930.227,3
150.3,4/25/2018,15:33,Breach,Bacillariophyta,Rhopalodia,Rhopalodia gibba,5711.988636,6922930.227,2
92,8/8/2017,14:25,Breach,Cyanobacteria,Oscillatoria,Oscillatoria spp.,628318.75,6911506.25,264
173.3,4/26/2018,5:29,Breach,Bacillariophyta,Aulacoseira,Aulacoseira sp.,57119.88636,6911506.25,40
433,8/8/2017,7:56,Interior,Bacillariophyta,Aulacoseira,Aulacoseira sp.,57119.88636,6911506.25,6
404,7/31/2017,18:50,Interior,Bacillariophyta,Epithemia,Epithemia sp.,17631.2178,6911437.378,2
303,8/1/2017,2:59,Interior,Bacillariophyta,Bacillaria,Bacillaria paradoxa,47599.9053,6901986.269,5
107.1,4/19/2018,16:14,Breach,Bacillariophyta,Aulacoseira,Aulacoseira islandica,45695.90909,6900082.273,8
126.3,4/20/2018,2:57,Breach,Bacillariophyta,Stephanodiscus,Stephanodiscus sp.,10578.73068,6876174.942,4
11,7/31/2017,18:05,Breach,Bacillariophyta,Synedra,Synedra spp.,13223.41335,6862951.529,5
126.3,4/20/2018,2:57,Breach,Cyanobacteria,Cuspidothrix,Cuspidothrix sp.,571251.4568,6855017.481,216
163.1,4/25/2018,22:09,Breach,Bacillariophyta,Encyonema,Encyonema sp.,19039.96212,6854386.364,4
430,8/8/2017,7:22,Interior,Bacillariophyta,Amphora,Amphora sp.,9519.981061,6854386.364,1
314,8/8/2017,14:10,Breach,Bacillariophyta,Epithemia,Epithemia sp.,17631.2178,6840912.507,2
416,8/1/2017,10:14,Interior,Bacillariophyta,Surirella,Surirella ovata,9519.981061,6835346.402,1
173.3,4/26/2018,5:29,Breach,Bacillariophyta,Cocconeis,Cocconeis sp.,15868.09602,6775677.001,12
404,7/31/2017,18:50,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,52893.6534,6770387.636,6
127.3,4/20/2018,4:05,Breach,Bacillariophyta,Navicula,Navicula sp.,47604.28806,6759808.905,9
315,8/8/2017,14:35,Interior,Bacillariophyta,Epithemia,Epithemia sp.,17631.2178,6752756.418,2
309,8/8/2017,1:04,Interior,Bacillariophyta,Encyonema,Encyonema sp.,17631.2178,6717493.982,2
309,8/8/2017,1:04,Interior,Bacillariophyta,Cyclotella,Cyclotella sp.,44078.0445,6699862.764,5
92,8/8/2017,14:25,Breach,Bacillariophyta,Surirella,Surirella ovata,8815.608901,6673415.938,4
403,7/31/2017,18:35,Interior,Bacillariophyta,Gomphonema,Gomphonema sp.,19039.96212,6663986.742,2
357,4/26/2018,4:33,Breach,Bacillariophyta,Navicula,Navicula sp.,42314.92272,6643442.867,24
305,8/1/2017,11:17,Interior,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,26446.8267,6638153.502,3
478,4/25/2018,21:56,Interior,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,26446.8267,6638153.502,50
400,7/31/2017,17:54,Interior,Bacillariophyta,Stephanodiscus,Stephanodiscus sp.,9519.981061,6625906.818,1
150.2,4/25/2018,15:33,Breach,Cyanobacteria,Cuspidothrix,Cuspidothrix sp.,388415.2273,6603058.864,136
343,4/25/2018,15:02,Breach,Bacillariophyta,Aulacoseira,Aulacoseira sp.,39983.92045,6597346.875,35
420,8/1/2017,16:15,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,26446.8267,6585259.849,3
41,8/1/2017,9:32,Breach,Bacillariophyta,Fragilaria,Fragilaria sp.,95208.57613,6569391.753,36
466,4/20/2018,10:06,Interior,Bacillariophyta,Aulacoseira,Aulacoseira sp.,39983.92045,6557362.955,35
173.1,4/26/2018,5:29,Breach,Cryptophyta,Rhodomonas,Rhodomonas sp.,167496.5691,6532366.195,57
357,4/26/2018,4:33,Breach,Bacillariophyta,Rhopalodia,Rhopalodia gibba,5711.988636,6528803.011,3
470,4/25/2018,15:26,Interior,Bacillariophyta,Rhopalodia,Rhopalodia gibba,5289.36534,6521787.465,2
127.2,4/20/2018,4:05,Breach,Bacillariophyta,Synedra,Synedra spp.,11423.97727,6511667.045,4
334,4/20/2018,3:14,Interior,Bacillariophyta,Synedra,Synedra spp.,11423.97727,6511667.045,4
440,8/8/2017,20:31,Interior,Bacillariophyta,Amphora,Amphora sp.,9519.981061,6492627.083,1
460,4/20/2018,3:21,Interior,Bacillariophyta,Navicula,Navicula sp.,28559.94318,6483107.102,8
119.1,4/19/2018,23:10,Breach,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,26446.8267,6479472.542,10
41,8/1/2017,9:32,Breach,Bacillariophyta,Navicula,Navicula sp.,34271.93182,6477395.114,12
460,4/20/2018,3:21,Interior,Bacillariophyta,Diatoma,Diatoma vulgare,42839.91477,6468827.131,12
319,4/19/2018,16:36,Breach,Bacillariophyta,Cyclotella,Cyclotella sp.,39670.24005,6466249.129,3
410,8/1/2017,3:02,Interior,Bacillariophyta,Stephanodiscus,Stephanodiscus sp.,9519.981061,6454547.159,1
416,8/1/2017,10:14,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,26446.8267,6453025.715,3
331,4/20/2018,3:47,Breach,Bacillariophyta,Stephanodiscus,Stephanodiscus sp.,10578.73068,6453025.715,8
418,8/1/2017,15:45,Interior,Euglenophyta,Trachelomonas,Trachelomonas spp.,9519.981061,6445027.178,1
448,4/19/2018,16:30,Interior,Cyanobacteria,Oscillatoria,Oscillatoria spp.,338519.3818,6431868.254,192
302,8/1/2017,2:16,Breach,Bacillariophyta,Cyclotella,Cyclotella sp.,35262.4356,6417763.28,4
305,8/1/2017,11:17,Interior,Bacillariophyta,Diatoma,Diatoma vulgare,35262.4356,6417763.28,4
118.1,4/19/2018,22:19,Breach,Bacillariophyta,Synedra,Synedra spp.,11423.97727,6408851.25,4
308,8/8/2017,0:22,Breach,Bacillariophyta,Caloneis,Caloneis sp.,9519.981061,6406947.254,1
173.1,4/26/2018,5:29,Breach,Bacillariophyta,Navicula,Navicula sp.,26446.8267,6400132.062,9
91,8/8/2017,13:58,Breach,Cryptophyta,Cryptomonas,Cryptomonas spp.,89919.21079,6384263.966,68
106.1,4/19/2018,15:08,Breach,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,31736.19204,6378974.6,6
106.1,4/19/2018,15:08,Breach,Cyanobacteria,Leptolyngbya,Leptolyngbya sp.,909770.8385,6368395.87,172
349,4/25/2018,22:01,Breach,Bacillariophyta,Encyonema,Encyonema sp.,15868.09602,6363106.504,9
477,4/25/2018,21:23,Interior,Bacillariophyta,Stephanodiscus,Stephanodiscus sp.,9519.981061,6340307.386,10
304,8/1/2017,9:20,Breach,Bacillariophyta,Cocconeis,Cocconeis placentula,8815.608901,6320791.582,1
425,8/8/2017,1:19,Interior,Bacillariophyta,Bacillaria,Bacillaria paradoxa,35262.4356,6311975.973,4
182.1,4/26/2018,10:57,Breach,Cyanobacteria,Leptolyngbya,Leptolyngbya sp.,788115.4357,6304923.486,298
315,8/8/2017,14:35,Interior,Bacillariophyta,Encyonema,Encyonema sp.,19039.96212,6302227.462,2
11,7/31/2017,18:05,Breach,Bacillariophyta,Fragilaria,Fragilaria sp.,99959.80114,6297467.472,35
11,7/31/2017,18:05,Breach,Cryptophyta,Cryptomonas,Cryptomonas spp.,92563.89346,6294344.755,35
161.1,4/25/2018,20:35,Breach,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,26446.8267,6267897.928,12
405,7/31/2017,23:47,Interior,Bacillariophyta,Diploneis,Diploneis sp.,17631.2178,6259082.319,2
352,4/25/2018,22:29,Interior,Bacillariophyta,Diatoma,Diatoma vulgare,39670.24005,6228227.688,12
306,8/1/2017,14:07,Breach,Bacillariophyta,Diploneis,Diploneis sp.,17631.2178,6223819.884,2
438,8/8/2017,14:37,Interior,Bacillariophyta,Amphora,Amphora sp.,8815.608901,6223819.884,1
340,4/20/2018,9:29,Interior,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,31736.19204,6220293.64,24
429,8/8/2017,7:09,Interior,Bacillariophyta,Cocconeis,Cocconeis sp.,17631.2178,6206188.666,2
425,8/8/2017,1:19,Interior,Bacillariophyta,Surirella,Surirella ovata,9519.981061,6197507.67,1
484,4/26/2018,5:08,Interior,Bacillariophyta,Epithemia,Epithemia sp.,17631.2178,6188557.448,6
118.2,4/19/2018,22:19,Breach,Cyanobacteria,Oscillatoria,Oscillatoria spp.,560672.7261,6167399.987,212
150.3,4/25/2018,15:33,Breach,Bacillariophyta,Cymbella,Cymbella sp.,26446.8267,6162110.622,6
487,4/26/2018,10:29,Interior,Bacillariophyta,Navicula,Navicula sp.,26446.8267,6162110.622,42
308,8/8/2017,0:22,Breach,Bacillariophyta,Diatoma,Diatoma sp.,28559.94318,6140387.784,3
424,8/8/2017,1:06,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,35262.4356,6135663.795,4
314,8/8/2017,14:10,Breach,Bacillariophyta,Stephanodiscus,Stephanodiscus sp.,9519.981061,6130867.803,1
315,8/8/2017,14:35,Interior,Bacillariophyta,Gomphonema,Gomphonema sp.,9519.981061,6092787.879,1
63,8/8/2017,0:36,Interior,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,26446.8267,6082770.141,3
163.1,4/25/2018,22:09,Breach,Bacillariophyta,Gomphonema,Gomphonema sp.,8815.608901,6073954.533,2
477,4/25/2018,21:23,Interior,Bacillariophyta,Gomphonema,Gomphonema sp.,9519.981061,6073747.917,10
308,8/8/2017,0:22,Breach,Bacillariophyta,Stephanodiscus,Stephanodiscus sp.,8815.608901,6065138.924,1
127.2,4/20/2018,4:05,Breach,Bacillariophyta,Epithemia,Epithemia sp.,15868.09602,6045744.584,6
11,7/31/2017,18:05,Breach,Bacillariophyta,Epithemia,Epithemia sp.,14279.97159,6040427.983,5
411,8/1/2017,3:15,Interior,Bacillariophyta,Bacillaria,Bacillaria paradoxa,44078.0445,6038692.097,5
356,4/26/2018,4:27,Breach,Chlorophyta,Pediastrum,Pediastrum duplex,182783.6364,6031860,64
440,8/8/2017,20:31,Interior,Pyrrophyta,Peridinium,Peridinium sp.,8815.608901,6012245.27,1
331,4/20/2018,3:47,Breach,Bacillariophyta,Melosira,Melosira varians,11423.97727,5997588.068,8
307,8/1/2017,14:37,Interior,Bacillariophyta,Epithemia,Epithemia sp.,17631.2178,5994614.052,2
405,7/31/2017,23:47,Interior,Bacillariophyta,Caloneis,Caloneis sp.,8815.608901,5959351.617,1
366,4/26/2018,11:12,Interior,Bacillariophyta,Melosira,Melosira varians,11423.97727,5951892.159,6
126.3,4/20/2018,2:57,Breach,Cyanobacteria,Oscillatoria,Oscillatoria spp.,456959.0909,5940468.182,160
308,8/8/2017,0:22,Breach,Bacillariophyta,Fragilaria,Fragilaria construens,105787.3068,5924089.181,12
173.2,4/26/2018,5:29,Breach,Bacillariophyta,Navicula,Navicula sp.,26446.8267,5924089.181,15
318,8/8/2017,21:16,Interior,Bacillariophyta,Diploneis,Diploneis sp.,17631.2178,5924089.181,2
118.1,4/19/2018,22:19,Breach,Cyanobacteria,Cuspidothrix,Cuspidothrix sp.,454885.4193,5913510.451,172
173.2,4/26/2018,5:29,Breach,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,26446.8267,5897642.354,15
319,4/19/2018,16:36,Breach,Bacillariophyta,Gomphonema,Gomphonema sp.,13223.41335,5897642.354,1
301,7/31/2017,19:25,Interior,Bacillariophyta,Stephanodiscus,Stephanodiscus sp.,8815.608901,5888826.746,1
427,8/8/2017,1:44,Interior,Bacillariophyta,Diploneis,Diploneis sp.,17631.2178,5871195.528,2
431,8/8/2017,7:33,Interior,Bacillariophyta,Stephanodiscus,Stephanodiscus sp.,8815.608901,5818301.874,1
477,4/25/2018,21:23,Interior,Bacillariophyta,Surirella,Surirella sp.,8815.608901,5809486.265,10
126.2,4/20/2018,2:57,Breach,Bacillariophyta,Synedra,Synedra spp.,10578.73068,5807723.144,4
41,8/1/2017,9:32,Breach,Bacillariophyta,Synedra,Synedra spp.,11423.97727,5791956.477,4
411,8/1/2017,3:15,Interior,Bacillariophyta,Cocconeis,Cocconeis placentula,8815.608901,5783039.439,1
63,8/8/2017,0:36,Interior,Bacillariophyta,Caloneis,Caloneis sp.,9519.981061,5769108.523,1
328,4/19/2018,22:04,Interior,Bacillariophyta,Synedra,Synedra spp.,10578.73068,5744250.76,8
304,8/1/2017,9:20,Breach,Bacillariophyta,Nitzschia,Nitzschia sp.,26446.8267,5738961.394,3
357,4/26/2018,4:33,Breach,Bacillariophyta,Stephanodiscus,Stephanodiscus sp.,10578.73068,5733672.029,6
106.1,4/19/2018,15:08,Breach,Euglenophyta,Trachelomonas,Trachelomonas spp.,10578.73068,5723093.298,2
434,8/8/2017,13:52,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,26446.8267,5712514.568,3
437,8/8/2017,14:26,Interior,Bacillariophyta,Caloneis,Caloneis sp.,8815.608901,5712514.568,1
423,8/8/2017,0:52,Interior,Bacillariophyta,Fragilaria,Fragilaria sp.,114239.7727,5711988.636,12
308,8/8/2017,0:22,Breach,Bacillariophyta,Diploneis,Diploneis sp.,17631.2178,5694883.35,2
418,8/1/2017,15:45,Interior,Bacillariophyta,Stephanodiscus,Stephanodiscus sp.,9519.981061,5692948.674,1
406,8/1/2017,2:06,Interior,Bacillariophyta,Aulacoseira,Aulacoseira sp.,28559.94318,5683428.693,3
