"Order","miSample ID","CommonName","Family","Genus","Species","length","TotalCount","Date","Location"
"Amphipoda","SAV1-2May2016","Amphipod juvenile",,,,17.00,9.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","SAV1-2May2016","Amphipod juvenile",,,,19.00,9.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","SAV1-2May2016","Amphipod juvenile",,,,16.00,9.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","SAV1-2May2016","Amphipod juvenile",,,,15.00,9.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","SAV3-2May2016","Amphipod UNID/other",,,,30.00,1.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","SAVtest3","Hyalella","Hyalellidae","Hyalella",,60.00,2.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","SAVtest3","Hyalella","Hyalellidae","Hyalella",,40.00,2.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","SAV12-3May2016","Corophiid UNID","Corophiidae","unknown",,46.00,2.00,2016-5-3 0:00:00,"Liberty"
"Amphipoda","SAV12-3May2016","Corophiid UNID","Corophiidae","unknown",,52.00,2.00,2016-5-3 0:00:00,"Liberty"
"Amphipoda","SAV12-3May2016","Hyalella","Hyalellidae","Hyalella",,36.00,13.00,2016-5-3 0:00:00,"Liberty"
"Amphipoda","SAV12-3May2016","Hyalella","Hyalellidae","Hyalella",,22.00,13.00,2016-5-3 0:00:00,"Liberty"
"Amphipoda","SAV12-3May2016","Hyalella","Hyalellidae","Hyalella",,23.00,13.00,2016-5-3 0:00:00,"Liberty"
"Amphipoda","SAV12-3May2016","Hyalella","Hyalellidae","Hyalella",,57.00,13.00,2016-5-3 0:00:00,"Liberty"
"Amphipoda","SAV12-3May2016","Hyalella","Hyalellidae","Hyalella",,37.00,13.00,2016-5-3 0:00:00,"Liberty"
"Amphipoda","SAV12-3May2016","Hyalella","Hyalellidae","Hyalella",,48.00,13.00,2016-5-3 0:00:00,"Liberty"
"Amphipoda","SAV12-3May2016","Hyalella","Hyalellidae","Hyalella",,32.00,13.00,2016-5-3 0:00:00,"Liberty"
"Amphipoda","SAV12-3May2016","Hyalella","Hyalellidae","Hyalella",,42.00,13.00,2016-5-3 0:00:00,"Liberty"
"Amphipoda","SAV12-3May2016","Hyalella","Hyalellidae","Hyalella",,37.00,13.00,2016-5-3 0:00:00,"Liberty"
"Amphipoda","SAV12-3May2016","Hyalella","Hyalellidae","Hyalella",,34.00,13.00,2016-5-3 0:00:00,"Liberty"
"Amphipoda","SAV12-3May2016","Hyalella","Hyalellidae","Hyalella",,30.00,13.00,2016-5-3 0:00:00,"Liberty"
"Amphipoda","SAV12-3May2016","Hyalella","Hyalellidae","Hyalella",,21.00,13.00,2016-5-3 0:00:00,"Liberty"
"Amphipoda","FAV3-16Mar2016","Crangonyx","Crangonycitidae","Crangonyx",,70.00,267.00,2016-3-16 0:00:00,"Miner"
"Amphipoda","FAV3-16Mar2016","Crangonyx","Crangonycitidae","Crangonyx",,65.00,267.00,2016-3-16 0:00:00,"Miner"
"Amphipoda","FAV3-16Mar2016","Crangonyx","Crangonycitidae","Crangonyx",,80.00,267.00,2016-3-16 0:00:00,"Miner"
"Amphipoda","FAV3-16Mar2016","Crangonyx","Crangonycitidae","Crangonyx",,64.00,267.00,2016-3-16 0:00:00,"Miner"
"Amphipoda","FAV3-16Mar2016","Crangonyx","Crangonycitidae","Crangonyx",,30.00,267.00,2016-3-16 0:00:00,"Miner"
"Amphipoda","FAV3-16Mar2016","Crangonyx","Crangonycitidae","Crangonyx",,45.00,267.00,2016-3-16 0:00:00,"Miner"
"Amphipoda","FAV3-16Mar2016","Crangonyx","Crangonycitidae","Crangonyx",,53.00,267.00,2016-3-16 0:00:00,"Miner"
"Amphipoda","FAV3-16Mar2016","Crangonyx","Crangonycitidae","Crangonyx",,65.00,267.00,2016-3-16 0:00:00,"Miner"
"Amphipoda","FAV3-16Mar2016","Crangonyx","Crangonycitidae","Crangonyx",,39.00,267.00,2016-3-16 0:00:00,"Miner"
"Amphipoda","FAV3-16Mar2016","Crangonyx","Crangonycitidae","Crangonyx",,25.00,267.00,2016-3-16 0:00:00,"Miner"
"Amphipoda","FAV3-16Mar2016","Crangonyx","Crangonycitidae","Crangonyx",,23.00,267.00,2016-3-16 0:00:00,"Miner"
"Amphipoda","FAV3-16Mar2016","Crangonyx","Crangonycitidae","Crangonyx",,18.00,267.00,2016-3-16 0:00:00,"Miner"
"Amphipoda","FAV3-16Mar2016","Hyalella","Hyalellidae","Hyalella",,60.00,32.00,2016-3-16 0:00:00,"Miner"
"Amphipoda","FAV3-16Mar2016","Hyalella","Hyalellidae","Hyalella",,55.00,32.00,2016-3-16 0:00:00,"Miner"
"Amphipoda","FAV3-16Mar2016","Hyalella","Hyalellidae","Hyalella",,39.00,32.00,2016-3-16 0:00:00,"Miner"
"Amphipoda","FAV3-16Mar2016","Hyalella","Hyalellidae","Hyalella",,67.00,32.00,2016-3-16 0:00:00,"Miner"
"Amphipoda","FAV3-16Mar2016","Hyalella","Hyalellidae","Hyalella",,50.00,32.00,2016-3-16 0:00:00,"Miner"
"Amphipoda","FAV3-16Mar2016","Hyalella","Hyalellidae","Hyalella",,55.00,32.00,2016-3-16 0:00:00,"Miner"
"Amphipoda","FAV3-16Mar2016","Hyalella","Hyalellidae","Hyalella",,45.00,32.00,2016-3-16 0:00:00,"Miner"
"Amphipoda","FAV3-16Mar2016","Hyalella","Hyalellidae","Hyalella",,66.00,32.00,2016-3-16 0:00:00,"Miner"
"Amphipoda","FAV3-16Mar2016","Hyalella","Hyalellidae","Hyalella",,53.00,32.00,2016-3-16 0:00:00,"Miner"
"Amphipoda","FAV3-16Mar2016","Hyalella","Hyalellidae","Hyalella",,55.00,32.00,2016-3-16 0:00:00,"Miner"
"Amphipoda","FAV3-16Mar2016","Hyalella","Hyalellidae","Hyalella",,55.00,32.00,2016-3-16 0:00:00,"Miner"
"Amphipoda","FAV3-16Mar2016","Amphipod UNID/other",,,,25.00,24.00,2016-3-16 0:00:00,"Miner"
"Amphipoda","FAV3-16Mar2016","Amphipod UNID/other",,,,45.00,24.00,2016-3-16 0:00:00,"Miner"
"Amphipoda","FAV3-16Mar2016","Amphipod UNID/other",,,,28.00,24.00,2016-3-16 0:00:00,"Miner"
"Amphipoda","FAV3-16Mar2016","Amphipod UNID/other",,,,33.00,24.00,2016-3-16 0:00:00,"Miner"
"Amphipoda","FAV3-16Mar2016","Amphipod UNID/other",,,,30.00,24.00,2016-3-16 0:00:00,"Miner"
"Amphipoda","FAV3-16Mar2016","Amphipod UNID/other",,,,26.00,24.00,2016-3-16 0:00:00,"Miner"
"Amphipoda","FAV3-16Mar2016","Amphipod UNID/other",,,,20.00,24.00,2016-3-16 0:00:00,"Miner"
"Amphipoda","FAV3-16Mar2016","Amphipod UNID/other",,,,20.00,24.00,2016-3-16 0:00:00,"Miner"
"Amphipoda","FAV3-16Mar2016","Amphipod UNID/other",,,,21.00,24.00,2016-3-16 0:00:00,"Miner"
"Amphipoda","FAV3-16Mar2016","Amphipod UNID/other",,,,40.00,24.00,2016-3-16 0:00:00,"Miner"
"Amphipoda","FAV3-16Mar2016","Amphipod UNID/other",,,,20.00,24.00,2016-3-16 0:00:00,"Miner"
"Amphipoda","FAV3-16Mar2016","Amphipod UNID/other",,,,24.00,24.00,2016-3-16 0:00:00,"Miner"
"Amphipoda","FAV3-16Mar2016","Amphipod juvenile",,,,18.00,4.00,2016-3-16 0:00:00,"Miner"
"Amphipoda","FAV3-16Mar2016","Amphipod juvenile",,,,19.00,4.00,2016-3-16 0:00:00,"Miner"
"Amphipoda","FAV3-16Mar2016","Amphipod juvenile",,,,14.00,4.00,2016-3-16 0:00:00,"Miner"
"Amphipoda","FAV3-16Mar2016","Amphipod juvenile",,,,18.00,4.00,2016-3-16 0:00:00,"Miner"
"Amphipoda","FAV5-16Mar2016","Crangonyx","Crangonycitidae","Crangonyx",,65.00,2.00,2016-3-16 0:00:00,"Liberty"
"Amphipoda","FAV5-16Mar2016","Crangonyx","Crangonycitidae","Crangonyx",,60.00,2.00,2016-3-16 0:00:00,"Liberty"
"Amphipoda","FAV5-16Mar2016","Hyalella","Hyalellidae","Hyalella",,55.00,13.00,2016-3-16 0:00:00,"Liberty"
"Amphipoda","FAV5-16Mar2016","Hyalella","Hyalellidae","Hyalella",,61.00,13.00,2016-3-16 0:00:00,"Liberty"
"Amphipoda","FAV5-16Mar2016","Hyalella","Hyalellidae","Hyalella",,57.00,13.00,2016-3-16 0:00:00,"Liberty"
"Amphipoda","FAV5-16Mar2016","Hyalella","Hyalellidae","Hyalella",,45.00,13.00,2016-3-16 0:00:00,"Liberty"
"Amphipoda","FAV5-16Mar2016","Hyalella","Hyalellidae","Hyalella",,70.00,13.00,2016-3-16 0:00:00,"Liberty"
"Amphipoda","FAV5-16Mar2016","Hyalella","Hyalellidae","Hyalella",,48.00,13.00,2016-3-16 0:00:00,"Liberty"
"Amphipoda","FAV5-16Mar2016","Hyalella","Hyalellidae","Hyalella",,70.00,13.00,2016-3-16 0:00:00,"Liberty"
"Amphipoda","FAV5-16Mar2016","Hyalella","Hyalellidae","Hyalella",,64.00,13.00,2016-3-16 0:00:00,"Liberty"
"Amphipoda","FAV5-16Mar2016","Hyalella","Hyalellidae","Hyalella",,55.00,13.00,2016-3-16 0:00:00,"Liberty"
"Amphipoda","FAV5-16Mar2016","Hyalella","Hyalellidae","Hyalella",,50.00,13.00,2016-3-16 0:00:00,"Liberty"
"Amphipoda","FAV5-16Mar2016","Hyalella","Hyalellidae","Hyalella",,53.00,13.00,2016-3-16 0:00:00,"Liberty"
"Amphipoda","FAV5-16Mar2016","Amphipod UNID/other",,,,50.00,4.00,2016-3-16 0:00:00,"Liberty"
"Amphipoda","FAV5-16Mar2016","Amphipod UNID/other",,,,40.00,4.00,2016-3-16 0:00:00,"Liberty"
"Amphipoda","FAV8-17Mar2016","Corophiid UNID","Corophiidae","unknown",,72.00,2.00,2016-3-17 0:00:00,"Lindsey"
"Amphipoda","FAV8-17Mar2016","Corophiid UNID","Corophiidae","unknown",,57.00,2.00,2016-3-17 0:00:00,"Lindsey"
"Amphipoda","FAV8-17Mar2016","Crangonyx","Crangonycitidae","Crangonyx",,39.00,54.00,2016-3-17 0:00:00,"Lindsey"
"Amphipoda","FAV8-17Mar2016","Crangonyx","Crangonycitidae","Crangonyx",,31.00,54.00,2016-3-17 0:00:00,"Lindsey"
"Amphipoda","FAV8-17Mar2016","Crangonyx","Crangonycitidae","Crangonyx",,43.00,54.00,2016-3-17 0:00:00,"Lindsey"
"Amphipoda","FAV8-17Mar2016","Crangonyx","Crangonycitidae","Crangonyx",,35.00,54.00,2016-3-17 0:00:00,"Lindsey"
"Amphipoda","FAV8-17Mar2016","Crangonyx","Crangonycitidae","Crangonyx",,25.00,54.00,2016-3-17 0:00:00,"Lindsey"
"Amphipoda","FAV8-17Mar2016","Crangonyx","Crangonycitidae","Crangonyx",,26.00,54.00,2016-3-17 0:00:00,"Lindsey"
"Amphipoda","FAV8-17Mar2016","Crangonyx","Crangonycitidae","Crangonyx",,37.00,54.00,2016-3-17 0:00:00,"Lindsey"
"Amphipoda","FAV8-17Mar2016","Crangonyx","Crangonycitidae","Crangonyx",,50.00,54.00,2016-3-17 0:00:00,"Lindsey"
"Amphipoda","FAV8-17Mar2016","Crangonyx","Crangonycitidae","Crangonyx",,64.00,54.00,2016-3-17 0:00:00,"Lindsey"
"Amphipoda","FAV8-17Mar2016","Crangonyx","Crangonycitidae","Crangonyx",,37.00,54.00,2016-3-17 0:00:00,"Lindsey"
"Amphipoda","FAV8-17Mar2016","Crangonyx","Crangonycitidae","Crangonyx",,31.00,54.00,2016-3-17 0:00:00,"Lindsey"
"Amphipoda","FAV8-17Mar2016","Crangonyx","Crangonycitidae","Crangonyx",,72.00,54.00,2016-3-17 0:00:00,"Lindsey"
"Amphipoda","FAV8-17Mar2016","Hyalella","Hyalellidae","Hyalella",,53.00,116.00,2016-3-17 0:00:00,"Lindsey"
"Amphipoda","FAV8-17Mar2016","Hyalella","Hyalellidae","Hyalella",,55.00,116.00,2016-3-17 0:00:00,"Lindsey"
"Amphipoda","FAV8-17Mar2016","Hyalella","Hyalellidae","Hyalella",,55.00,116.00,2016-3-17 0:00:00,"Lindsey"
"Amphipoda","FAV8-17Mar2016","Hyalella","Hyalellidae","Hyalella",,46.00,116.00,2016-3-17 0:00:00,"Lindsey"
"Amphipoda","FAV8-17Mar2016","Hyalella","Hyalellidae","Hyalella",,57.00,116.00,2016-3-17 0:00:00,"Lindsey"
"Amphipoda","FAV8-17Mar2016","Hyalella","Hyalellidae","Hyalella",,56.00,116.00,2016-3-17 0:00:00,"Lindsey"
"Amphipoda","FAV8-17Mar2016","Hyalella","Hyalellidae","Hyalella",,56.00,116.00,2016-3-17 0:00:00,"Lindsey"
"Amphipoda","FAV8-17Mar2016","Hyalella","Hyalellidae","Hyalella",,51.00,116.00,2016-3-17 0:00:00,"Lindsey"
"Amphipoda","FAV8-17Mar2016","Hyalella","Hyalellidae","Hyalella",,55.00,116.00,2016-3-17 0:00:00,"Lindsey"
"Amphipoda","FAV8-17Mar2016","Hyalella","Hyalellidae","Hyalella",,58.00,116.00,2016-3-17 0:00:00,"Lindsey"
"Amphipoda","FAV8-17Mar2016","Hyalella","Hyalellidae","Hyalella",,53.00,116.00,2016-3-17 0:00:00,"Lindsey"
"Amphipoda","FAV8-17Mar2016","Hyalella","Hyalellidae","Hyalella",,52.00,116.00,2016-3-17 0:00:00,"Lindsey"
"Amphipoda","FAV8-17Mar2016","Amphipod UNID/other",,,,21.00,5.00,2016-3-17 0:00:00,"Lindsey"
"Amphipoda","FAV8-17Mar2016","Amphipod UNID/other",,,,22.00,5.00,2016-3-17 0:00:00,"Lindsey"
"Amphipoda","FAV8-17Mar2016","Amphipod UNID/other",,,,27.00,5.00,2016-3-17 0:00:00,"Lindsey"
"Amphipoda","FAV8-17Mar2016","Amphipod juvenile",,,,15.00,3.00,2016-3-17 0:00:00,"Lindsey"
"Amphipoda","FAV8-17Mar2016","Amphipod juvenile",,,,16.00,3.00,2016-3-17 0:00:00,"Lindsey"
"Amphipoda","FAV8-17Mar2016","Amphipod juvenile",,,,18.00,3.00,2016-3-17 0:00:00,"Lindsey"
"Amphipoda","LP52-2May2016","Crangonyx","Crangonycitidae","Crangonyx",,34.00,99.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","LP52-2May2016","Crangonyx","Crangonycitidae","Crangonyx",,56.00,99.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","LP52-2May2016","Crangonyx","Crangonycitidae","Crangonyx",,51.00,99.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","LP52-2May2016","Crangonyx","Crangonycitidae","Crangonyx",,32.00,99.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","LP52-2May2016","Crangonyx","Crangonycitidae","Crangonyx",,35.00,99.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","LP52-2May2016","Crangonyx","Crangonycitidae","Crangonyx",,57.00,99.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","LP52-2May2016","Crangonyx","Crangonycitidae","Crangonyx",,55.00,99.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","LP52-2May2016","Crangonyx","Crangonycitidae","Crangonyx",,55.00,99.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","LP52-2May2016","Crangonyx","Crangonycitidae","Crangonyx",,25.00,99.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","LP52-2May2016","Crangonyx","Crangonycitidae","Crangonyx",,40.00,99.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","LP52-2May2016","Crangonyx","Crangonycitidae","Crangonyx",,55.00,99.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","LP52-2May2016","Crangonyx","Crangonycitidae","Crangonyx",,55.00,99.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","LP52-2May2016","Hyalella","Hyalellidae","Hyalella",,56.00,116.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","LP52-2May2016","Hyalella","Hyalellidae","Hyalella",,65.00,116.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","LP52-2May2016","Hyalella","Hyalellidae","Hyalella",,65.00,116.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","LP52-2May2016","Hyalella","Hyalellidae","Hyalella",,80.00,116.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","LP52-2May2016","Hyalella","Hyalellidae","Hyalella",,60.00,116.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","LP52-2May2016","Hyalella","Hyalellidae","Hyalella",,50.00,116.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","LP52-2May2016","Hyalella","Hyalellidae","Hyalella",,55.00,116.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","LP52-2May2016","Hyalella","Hyalellidae","Hyalella",,57.00,116.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","LP52-2May2016","Hyalella","Hyalellidae","Hyalella",,60.00,116.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","LP52-2May2016","Hyalella","Hyalellidae","Hyalella",,70.00,116.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","LP52-2May2016","Hyalella","Hyalellidae","Hyalella",,65.00,116.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","LP52-2May2016","Hyalella","Hyalellidae","Hyalella",,50.00,116.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","LP52-2May2016","Amphipod UNID/other",,,,21.00,23.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","LP52-2May2016","Amphipod UNID/other",,,,25.00,23.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","LP52-2May2016","Amphipod UNID/other",,,,20.00,23.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","LP52-2May2016","Amphipod UNID/other",,,,33.00,23.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","LP52-2May2016","Amphipod UNID/other",,,,30.00,23.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","LP52-2May2016","Amphipod UNID/other",,,,25.00,23.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","LP52-2May2016","Amphipod UNID/other",,,,65.00,23.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","LP77-2May2016","Crangonyx","Crangonycitidae","Crangonyx",,38.00,4.00,2016-5-2 0:00:00,"Lindsey Slough"
"Amphipoda","LP77-2May2016","Crangonyx","Crangonycitidae","Crangonyx",,29.00,4.00,2016-5-2 0:00:00,"Lindsey Slough"
"Amphipoda","LP77-2May2016","Crangonyx","Crangonycitidae","Crangonyx",,21.00,4.00,2016-5-2 0:00:00,"Lindsey Slough"
"Amphipoda","LP77-2May2016","Gammarus","Gammaridae","Gammarus","spp.",88.00,4.00,2016-5-2 0:00:00,"Lindsey Slough"
"Amphipoda","LP77-2May2016","Gammarus","Gammaridae","Gammarus","spp.",77.00,4.00,2016-5-2 0:00:00,"Lindsey Slough"
"Amphipoda","LP77-2May2016","Gammarus","Gammaridae","Gammarus","spp.",57.00,4.00,2016-5-2 0:00:00,"Lindsey Slough"
"Amphipoda","LP77-2May2016","Gammarus","Gammaridae","Gammarus","spp.",62.00,4.00,2016-5-2 0:00:00,"Lindsey Slough"
"Amphipoda","LP77-2May2016","Hyalella","Hyalellidae","Hyalella",,65.00,25.00,2016-5-2 0:00:00,"Lindsey Slough"
"Amphipoda","LP77-2May2016","Hyalella","Hyalellidae","Hyalella",,55.00,25.00,2016-5-2 0:00:00,"Lindsey Slough"
"Amphipoda","LP77-2May2016","Hyalella","Hyalellidae","Hyalella",,56.00,25.00,2016-5-2 0:00:00,"Lindsey Slough"
"Amphipoda","LP77-2May2016","Hyalella","Hyalellidae","Hyalella",,60.00,25.00,2016-5-2 0:00:00,"Lindsey Slough"
"Amphipoda","LP77-2May2016","Hyalella","Hyalellidae","Hyalella",,41.00,25.00,2016-5-2 0:00:00,"Lindsey Slough"
"Amphipoda","LP77-2May2016","Hyalella","Hyalellidae","Hyalella",,39.00,25.00,2016-5-2 0:00:00,"Lindsey Slough"
"Amphipoda","LP77-2May2016","Hyalella","Hyalellidae","Hyalella",,36.00,25.00,2016-5-2 0:00:00,"Lindsey Slough"
"Amphipoda","LP77-2May2016","Hyalella","Hyalellidae","Hyalella",,36.00,25.00,2016-5-2 0:00:00,"Lindsey Slough"
"Amphipoda","LP77-2May2016","Hyalella","Hyalellidae","Hyalella",,30.00,25.00,2016-5-2 0:00:00,"Lindsey Slough"
"Amphipoda","LP77-2May2016","Hyalella","Hyalellidae","Hyalella",,29.00,25.00,2016-5-2 0:00:00,"Lindsey Slough"
"Amphipoda","LP77-2May2016","Hyalella","Hyalellidae","Hyalella",,26.00,25.00,2016-5-2 0:00:00,"Lindsey Slough"
"Amphipoda","LP77-2May2016","Hyalella","Hyalellidae","Hyalella",,21.00,25.00,2016-5-2 0:00:00,"Lindsey Slough"
"Amphipoda","LP80-2May2016","Crangonyx","Crangonycitidae","Crangonyx",,28.00,2.00,2016-5-2 0:00:00,"Lindsey"
"Amphipoda","PVC1-2May2016","Crangonyx","Crangonycitidae","Crangonyx",,26.00,2.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","PVC1-2May2016","Crangonyx","Crangonycitidae","Crangonyx",,27.00,2.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","PVC5-2May2016","Hyalella","Hyalellidae","Hyalella",,67.00,1.00,2016-5-2 0:00:00,"Lindsey"
"Amphipoda","FAV2-2May2016","Crangonyx","Crangonycitidae","Crangonyx",,64.00,191.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","FAV2-2May2016","Crangonyx","Crangonycitidae","Crangonyx",,56.00,191.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","FAV2-2May2016","Crangonyx","Crangonycitidae","Crangonyx",,41.00,191.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","FAV2-2May2016","Crangonyx","Crangonycitidae","Crangonyx",,60.00,191.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","FAV2-2May2016","Crangonyx","Crangonycitidae","Crangonyx",,45.00,191.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","FAV2-2May2016","Crangonyx","Crangonycitidae","Crangonyx",,47.00,191.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","FAV2-2May2016","Crangonyx","Crangonycitidae","Crangonyx",,75.00,191.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","FAV2-2May2016","Crangonyx","Crangonycitidae","Crangonyx",,50.00,191.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","FAV2-2May2016","Crangonyx","Crangonycitidae","Crangonyx",,43.00,191.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","FAV2-2May2016","Crangonyx","Crangonycitidae","Crangonyx",,36.00,191.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","FAV2-2May2016","Crangonyx","Crangonycitidae","Crangonyx",,29.00,191.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","FAV2-2May2016","Crangonyx","Crangonycitidae","Crangonyx",,45.00,191.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","FAV2-2May2016","Hyalella","Hyalellidae","Hyalella",,75.00,20.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","FAV2-2May2016","Hyalella","Hyalellidae","Hyalella",,49.00,20.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","FAV2-2May2016","Hyalella","Hyalellidae","Hyalella",,42.00,20.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","FAV2-2May2016","Hyalella","Hyalellidae","Hyalella",,20.00,20.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","FAV2-2May2016","Hyalella","Hyalellidae","Hyalella",,35.00,20.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","FAV2-2May2016","Hyalella","Hyalellidae","Hyalella",,30.00,20.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","FAV2-2May2016","Hyalella","Hyalellidae","Hyalella",,50.00,20.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","FAV2-2May2016","Hyalella","Hyalellidae","Hyalella",,30.00,20.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","FAV2-2May2016","Hyalella","Hyalellidae","Hyalella",,25.00,20.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","FAV2-2May2016","Hyalella","Hyalellidae","Hyalella",,27.00,20.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","FAV2-2May2016","Hyalella","Hyalellidae","Hyalella",,25.00,20.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","FAV2-2May2016","Hyalella","Hyalellidae","Hyalella",,20.00,20.00,2016-5-2 0:00:00,"Miner Slough"
"Amphipoda","FAV5-2May2016RW","Crangonyx","Crangonycitidae","Crangonyx",,41.00,1.00,2016-5-2 0:00:00,"Lindsey Slough"
"Amphipoda","FAV5-2May2016RW","Hyalella","Hyalellidae","Hyalella",,50.00,5.00,2016-5-2 0:00:00,"Lindsey Slough"
"Amphipoda","FAV5-2May2016RW","Hyalella","Hyalellidae","Hyalella",,30.00,5.00,2016-5-2 0:00:00,"Lindsey Slough"
"Amphipoda","FAV5-2May2016RW","Hyalella","Hyalellidae","Hyalella",,35.00,5.00,2016-5-2 0:00:00,"Lindsey Slough"
"Amphipoda","FAV5-2May2016RW","Hyalella","Hyalellidae","Hyalella",,35.00,5.00,2016-5-2 0:00:00,"Lindsey Slough"
"Amphipoda","FAV5-2May2016RW","Hyalella","Hyalellidae","Hyalella",,30.00,5.00,2016-5-2 0:00:00,"Lindsey Slough"
"Amphipoda","FAV5-2May2016RW","Amphipod juvenile",,,,20.00,1.00,2016-5-2 0:00:00,"Lindsey Slough"
"Amphipoda","FAV6-2May2016RW","Hyalella","Hyalellidae","Hyalella",,45.00,29.00,2016-5-2 0:00:00,"Lindsey Slough"
"Amphipoda","FAV6-2May2016RW","Hyalella","Hyalellidae","Hyalella",,20.00,29.00,2016-5-2 0:00:00,"Lindsey Slough"
"Amphipoda","FAV6-2May2016RW","Hyalella","Hyalellidae","Hyalella",,31.00,29.00,2016-5-2 0:00:00,"Lindsey Slough"
"Amphipoda","FAV6-2May2016RW","Hyalella","Hyalellidae","Hyalella",,26.00,29.00,2016-5-2 0:00:00,"Lindsey Slough"
"Amphipoda","FAV6-2May2016RW","Hyalella","Hyalellidae","Hyalella",,19.00,29.00,2016-5-2 0:00:00,"Lindsey Slough"
"Amphipoda","FAV6-2May2016RW","Hyalella","Hyalellidae","Hyalella",,56.00,29.00,2016-5-2 0:00:00,"Lindsey Slough"
"Amphipoda","FAV6-2May2016RW","Hyalella","Hyalellidae","Hyalella",,60.00,29.00,2016-5-2 0:00:00,"Lindsey Slough"
"Amphipoda","FAV6-2May2016RW","Hyalella","Hyalellidae","Hyalella",,31.00,29.00,2016-5-2 0:00:00,"Lindsey Slough"
"Amphipoda","FAV6-2May2016RW","Hyalella","Hyalellidae","Hyalella",,33.00,29.00,2016-5-2 0:00:00,"Lindsey Slough"
"Amphipoda","FAV6-2May2016RW","Hyalella","Hyalellidae","Hyalella",,27.00,29.00,2016-5-2 0:00:00,"Lindsey Slough"
"Amphipoda","FAV6-2May2016RW","Hyalella","Hyalellidae","Hyalella",,30.00,29.00,2016-5-2 0:00:00,"Lindsey Slough"
