"VisitNo","SampleID_key","SampleID_frp","CommonName","Length","Count","StartTime","LatitudeStart","LatitudeEnd","LongitudeStart","LongitudeEnd","DepthOfWater","NetMeterEnd","TowDirection","NetMeterStart","SeineCode","SeineDeploymentType","LengthOfTrawl","Width","PercentOpen","GearTypeAbbreviation","effort","LAB_NAME","Location","Date","Comments","FishCatchNotes"
1614,119,"BEASEI3-7AUG2017","Mississippi Silverside",49,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Mississippi Silverside",43,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Mississippi Silverside",29,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Mississippi Silverside",NA,393,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Prickly Sculpin",71,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Prickly Sculpin",70,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Prickly Sculpin",60,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Rainwater Killifish",21,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Rainwater Killifish",26,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Rainwater Killifish",26,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Rainwater Killifish",25,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Rainwater Killifish",25,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Rainwater Killifish",24,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Rainwater Killifish",24,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Rainwater Killifish",27,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Rainwater Killifish",27,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Rainwater Killifish",22,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Rainwater Killifish",23,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Rainwater Killifish",27,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Rainwater Killifish",19,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Rainwater Killifish",23,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Rainwater Killifish",25,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Rainwater Killifish",22,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Rainwater Killifish",24,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Rainwater Killifish",18,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Shimofuri Goby",50,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Shimofuri Goby",27,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Shimofuri Goby",37,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Shimofuri Goby",37,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Shimofuri Goby",19,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Shimofuri Goby",49,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Shimofuri Goby",27,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Shimofuri Goby",36,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Shimofuri Goby",53,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Shimofuri Goby",21,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Shimofuri Goby",33,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Sunfish (unknown species)",22,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Sunfish (unknown species)",25,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Sunfish (unknown species)",24,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Threadfin Shad",25,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Yellowfin Goby",75,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Yellowfin Goby",28,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Yellowfin Goby",78,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Yellowfin Goby",51,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Yellowfin Goby",70,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Yellowfin Goby",28,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Yellowfin Goby",23,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1614,119,"BEASEI3-7AUG2017","Yellowfin Goby",54,1,NA,38.09678,NA,121.70971,NA,0.70104,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",4.6,12,NA,"BEASEI",19.3,"FRP","Horseshoe Bend","2017-08-07",NA,NA
1615,1282,"LAMOPE1-7AUG2017","No Catch",NA,0,NA,38.24474,NA,121.66339,NA,2.7432,NA,"3= unknown",NA,"1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",268.9,"FRP","Miner Slough","2017-08-07",NA,NA
1616,1339,"LAMOPE2-7AUG2017","No Catch",NA,0,NA,38.24411,NA,121.66381,NA,3.048,NA,"3= unknown",NA,"1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",291.7,"FRP","Miner Slough","2017-08-07",NA,NA
1617,1176,"LAMBEA1-7AUG2017","Sacramento Pikeminnow",172,1,NA,38.28137,NA,121.64214,NA,3.6576,NA,"3= unknown",NA,"1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMBEA",260.1,"FRP","Miner Slough","2017-08-07",NA,NA
1617,1176,"LAMBEA1-7AUG2017","Sacramento Pikeminnow",180,1,NA,38.28137,NA,121.64214,NA,3.6576,NA,"3= unknown",NA,"1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMBEA",260.1,"FRP","Miner Slough","2017-08-07",NA,NA
1618,133,"BEASEI4-7AUG2017","Bullfrog tadpole",NA,1,NA,38.23384,NA,121.67015,NA,0.9144,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3.8,15,NA,"BEASEI",26.1,"FRP","Miner Slough","2017-08-07",NA,NA
1618,133,"BEASEI4-7AUG2017","Corbicula",NA,73,NA,38.23384,NA,121.67015,NA,0.9144,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3.8,15,NA,"BEASEI",26.1,"FRP","Miner Slough","2017-08-07",NA,NA
1618,133,"BEASEI4-7AUG2017","Siberian Prawn",NA,1,NA,38.23384,NA,121.67015,NA,0.9144,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3.8,15,NA,"BEASEI",26.1,"FRP","Miner Slough","2017-08-07",NA,NA
1618,133,"BEASEI4-7AUG2017","Mississippi Silverside",45,1,NA,38.23384,NA,121.67015,NA,0.9144,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3.8,15,NA,"BEASEI",26.1,"FRP","Miner Slough","2017-08-07",NA,NA
1618,133,"BEASEI4-7AUG2017","Mississippi Silverside",47,1,NA,38.23384,NA,121.67015,NA,0.9144,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3.8,15,NA,"BEASEI",26.1,"FRP","Miner Slough","2017-08-07",NA,NA
1618,133,"BEASEI4-7AUG2017","Mississippi Silverside",30,1,NA,38.23384,NA,121.67015,NA,0.9144,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3.8,15,NA,"BEASEI",26.1,"FRP","Miner Slough","2017-08-07",NA,NA
1618,133,"BEASEI4-7AUG2017","Mississippi Silverside",28,1,NA,38.23384,NA,121.67015,NA,0.9144,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3.8,15,NA,"BEASEI",26.1,"FRP","Miner Slough","2017-08-07",NA,NA
1618,133,"BEASEI4-7AUG2017","Mississippi Silverside",30,1,NA,38.23384,NA,121.67015,NA,0.9144,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3.8,15,NA,"BEASEI",26.1,"FRP","Miner Slough","2017-08-07",NA,NA
1618,133,"BEASEI4-7AUG2017","Mississippi Silverside",53,1,NA,38.23384,NA,121.67015,NA,0.9144,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3.8,15,NA,"BEASEI",26.1,"FRP","Miner Slough","2017-08-07",NA,NA
1618,133,"BEASEI4-7AUG2017","Mississippi Silverside",33,1,NA,38.23384,NA,121.67015,NA,0.9144,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3.8,15,NA,"BEASEI",26.1,"FRP","Miner Slough","2017-08-07",NA,NA
1618,133,"BEASEI4-7AUG2017","Mississippi Silverside",33,1,NA,38.23384,NA,121.67015,NA,0.9144,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3.8,15,NA,"BEASEI",26.1,"FRP","Miner Slough","2017-08-07",NA,NA
1618,133,"BEASEI4-7AUG2017","Mississippi Silverside",36,1,NA,38.23384,NA,121.67015,NA,0.9144,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3.8,15,NA,"BEASEI",26.1,"FRP","Miner Slough","2017-08-07",NA,NA
1618,133,"BEASEI4-7AUG2017","Mississippi Silverside",39,1,NA,38.23384,NA,121.67015,NA,0.9144,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3.8,15,NA,"BEASEI",26.1,"FRP","Miner Slough","2017-08-07",NA,NA
1618,133,"BEASEI4-7AUG2017","Mississippi Silverside",60,1,NA,38.23384,NA,121.67015,NA,0.9144,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3.8,15,NA,"BEASEI",26.1,"FRP","Miner Slough","2017-08-07",NA,NA
1618,133,"BEASEI4-7AUG2017","Mississippi Silverside",41,1,NA,38.23384,NA,121.67015,NA,0.9144,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3.8,15,NA,"BEASEI",26.1,"FRP","Miner Slough","2017-08-07",NA,NA
1618,133,"BEASEI4-7AUG2017","Mississippi Silverside",40,1,NA,38.23384,NA,121.67015,NA,0.9144,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3.8,15,NA,"BEASEI",26.1,"FRP","Miner Slough","2017-08-07",NA,NA
1618,133,"BEASEI4-7AUG2017","Mississippi Silverside",34,1,NA,38.23384,NA,121.67015,NA,0.9144,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3.8,15,NA,"BEASEI",26.1,"FRP","Miner Slough","2017-08-07",NA,NA
1618,133,"BEASEI4-7AUG2017","Mississippi Silverside",43,1,NA,38.23384,NA,121.67015,NA,0.9144,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3.8,15,NA,"BEASEI",26.1,"FRP","Miner Slough","2017-08-07",NA,NA
1618,133,"BEASEI4-7AUG2017","Mississippi Silverside",57,1,NA,38.23384,NA,121.67015,NA,0.9144,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3.8,15,NA,"BEASEI",26.1,"FRP","Miner Slough","2017-08-07",NA,NA
1618,133,"BEASEI4-7AUG2017","Mississippi Silverside",41,1,NA,38.23384,NA,121.67015,NA,0.9144,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3.8,15,NA,"BEASEI",26.1,"FRP","Miner Slough","2017-08-07",NA,NA
1618,133,"BEASEI4-7AUG2017","Mississippi Silverside",58,1,NA,38.23384,NA,121.67015,NA,0.9144,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3.8,15,NA,"BEASEI",26.1,"FRP","Miner Slough","2017-08-07",NA,NA
1618,133,"BEASEI4-7AUG2017","Mississippi Silverside",39,1,NA,38.23384,NA,121.67015,NA,0.9144,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3.8,15,NA,"BEASEI",26.1,"FRP","Miner Slough","2017-08-07",NA,NA
1618,133,"BEASEI4-7AUG2017","Mississippi Silverside",33,1,NA,38.23384,NA,121.67015,NA,0.9144,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3.8,15,NA,"BEASEI",26.1,"FRP","Miner Slough","2017-08-07",NA,NA
1618,133,"BEASEI4-7AUG2017","Mississippi Silverside",55,1,NA,38.23384,NA,121.67015,NA,0.9144,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3.8,15,NA,"BEASEI",26.1,"FRP","Miner Slough","2017-08-07",NA,NA
1618,133,"BEASEI4-7AUG2017","Mississippi Silverside",39,1,NA,38.23384,NA,121.67015,NA,0.9144,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3.8,15,NA,"BEASEI",26.1,"FRP","Miner Slough","2017-08-07",NA,NA
1618,133,"BEASEI4-7AUG2017","Mississippi Silverside",34,1,NA,38.23384,NA,121.67015,NA,0.9144,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3.8,15,NA,"BEASEI",26.1,"FRP","Miner Slough","2017-08-07",NA,NA
1618,133,"BEASEI4-7AUG2017","Mississippi Silverside",39,1,NA,38.23384,NA,121.67015,NA,0.9144,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3.8,15,NA,"BEASEI",26.1,"FRP","Miner Slough","2017-08-07",NA,NA
1618,133,"BEASEI4-7AUG2017","Mississippi Silverside",29,1,NA,38.23384,NA,121.67015,NA,0.9144,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3.8,15,NA,"BEASEI",26.1,"FRP","Miner Slough","2017-08-07",NA,NA
1618,133,"BEASEI4-7AUG2017","Mississippi Silverside",42,1,NA,38.23384,NA,121.67015,NA,0.9144,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3.8,15,NA,"BEASEI",26.1,"FRP","Miner Slough","2017-08-07",NA,NA
1618,133,"BEASEI4-7AUG2017","Mississippi Silverside",45,1,NA,38.23384,NA,121.67015,NA,0.9144,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3.8,15,NA,"BEASEI",26.1,"FRP","Miner Slough","2017-08-07",NA,NA
1618,133,"BEASEI4-7AUG2017","Mississippi Silverside",38,1,NA,38.23384,NA,121.67015,NA,0.9144,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3.8,15,NA,"BEASEI",26.1,"FRP","Miner Slough","2017-08-07",NA,NA
1618,133,"BEASEI4-7AUG2017","Mississippi Silverside",NA,141,NA,38.23384,NA,121.67015,NA,0.9144,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3.8,15,NA,"BEASEI",26.1,"FRP","Miner Slough","2017-08-07",NA,NA
1618,133,"BEASEI4-7AUG2017","Mississippi Silverside",34,1,NA,38.23384,NA,121.67015,NA,0.9144,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3.8,15,NA,"BEASEI",26.1,"FRP","Miner Slough","2017-08-07",NA,NA
1618,133,"BEASEI4-7AUG2017","Mississippi Silverside",38,1,NA,38.23384,NA,121.67015,NA,0.9144,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3.8,15,NA,"BEASEI",26.1,"FRP","Miner Slough","2017-08-07",NA,NA
1618,133,"BEASEI4-7AUG2017","Shimofuri Goby",25,1,NA,38.23384,NA,121.67015,NA,0.9144,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3.8,15,NA,"BEASEI",26.1,"FRP","Miner Slough","2017-08-07",NA,NA
1618,133,"BEASEI4-7AUG2017","Shimofuri Goby",53,1,NA,38.23384,NA,121.67015,NA,0.9144,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3.8,15,NA,"BEASEI",26.1,"FRP","Miner Slough","2017-08-07",NA,NA
1618,133,"BEASEI4-7AUG2017","Yellowfin Goby",63,1,NA,38.23384,NA,121.67015,NA,0.9144,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3.8,15,NA,"BEASEI",26.1,"FRP","Miner Slough","2017-08-07",NA,NA
1618,133,"BEASEI4-7AUG2017","Yellowfin Goby",65,1,NA,38.23384,NA,121.67015,NA,0.9144,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3.8,15,NA,"BEASEI",26.1,"FRP","Miner Slough","2017-08-07",NA,NA
1620,1341,"LAMOPE2-8AUG2017","American Shad",48,1,NA,38.1819,NA,121.91238,NA,0.6096,NA,"3= unknown",NA,"1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",64.3,"FRP","Nurse-Denverton","2017-08-08",NA,NA
1620,1341,"LAMOPE2-8AUG2017","American Shad",51,1,NA,38.1819,NA,121.91238,NA,0.6096,NA,"3= unknown",NA,"1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",64.3,"FRP","Nurse-Denverton","2017-08-08",NA,NA
1620,1341,"LAMOPE2-8AUG2017","American Shad",48,1,NA,38.1819,NA,121.91238,NA,0.6096,NA,"3= unknown",NA,"1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",64.3,"FRP","Nurse-Denverton","2017-08-08",NA,NA
1620,1341,"LAMOPE2-8AUG2017","Corbicula",NA,16,NA,38.1819,NA,121.91238,NA,0.6096,NA,"3= unknown",NA,"1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",64.3,"FRP","Nurse-Denverton","2017-08-08",NA,NA
1620,1341,"LAMOPE2-8AUG2017","Siberian Prawn",NA,1,NA,38.1819,NA,121.91238,NA,0.6096,NA,"3= unknown",NA,"1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",64.3,"FRP","Nurse-Denverton","2017-08-08",NA,NA
1620,1341,"LAMOPE2-8AUG2017","Harris Mud Crab",NA,3,NA,38.1819,NA,121.91238,NA,0.6096,NA,"3= unknown",NA,"1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",64.3,"FRP","Nurse-Denverton","2017-08-08",NA,NA
1620,1341,"LAMOPE2-8AUG2017","Mississippi Silverside",32,1,NA,38.1819,NA,121.91238,NA,0.6096,NA,"3= unknown",NA,"1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",64.3,"FRP","Nurse-Denverton","2017-08-08",NA,NA
1620,1341,"LAMOPE2-8AUG2017","Mississippi Silverside",50,1,NA,38.1819,NA,121.91238,NA,0.6096,NA,"3= unknown",NA,"1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",64.3,"FRP","Nurse-Denverton","2017-08-08",NA,NA
1620,1341,"LAMOPE2-8AUG2017","Mississippi Silverside",27,1,NA,38.1819,NA,121.91238,NA,0.6096,NA,"3= unknown",NA,"1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",64.3,"FRP","Nurse-Denverton","2017-08-08",NA,NA
1620,1341,"LAMOPE2-8AUG2017","Mississippi Silverside",43,1,NA,38.1819,NA,121.91238,NA,0.6096,NA,"3= unknown",NA,"1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",64.3,"FRP","Nurse-Denverton","2017-08-08",NA,NA
