Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (mm),qc,Precip (mm),qc,Sol Rad (W/sq.m),qc,Avg Vap Pres (kPa),qc,Max Air Temp (C),qc,Min Air Temp (C),qc,Avg Air Temp (C),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (C),qc,Avg Wind Speed (m/s),qc,Wind Run (km),qc,Avg Soil Temp (C),qc
140,Twitchell Island,San Francisco Bay,3/26/2019,085,3.44, ,2.00, ,241, ,1.3, ,20.2, ,10.2, ,14.4, ,100, ,56, ,81, ,11.3, ,1.6, ,141.3, ,13.0, 
140,Twitchell Island,San Francisco Bay,3/27/2019,086,1.88, ,11.20, ,127, ,1.3, ,17.4, ,8.5, ,13.7, ,100, ,61, ,82, ,10.6, ,3.4, ,289.6, ,13.4, 
140,Twitchell Island,San Francisco Bay,3/28/2019,087,2.86, ,1.40, ,200, ,1.1, ,18.2, ,7.2, ,11.6, ,100, ,58, ,84, ,9.0, ,1.8, ,156.1, ,12.9, 
140,Twitchell Island,San Francisco Bay,3/29/2019,088,4.06, ,0.10, ,292,R,1.1, ,19.9, ,4.6, ,12.2, ,100, ,51, ,79, ,8.6, ,2.1, ,183.3, ,12.7, 
140,Twitchell Island,San Francisco Bay,3/30/2019,089,4.69, ,0.00, ,301,R,1.1, ,21.0, ,8.3, ,14.4, ,96, ,45, ,69, ,8.8, ,2.8, ,241.7, ,12.9, 
140,Twitchell Island,San Francisco Bay,3/31/2019,090,4.72, ,0.00, ,294,R,1.1, ,24.4, ,7.6, ,15.9, ,95, ,39, ,62, ,8.7, ,1.9, ,166.7, ,13.3, 
140,Twitchell Island,San Francisco Bay,4/1/2019,091,1.79, ,2.10, ,130, ,1.3, ,21.5, ,9.7, ,15.0, ,100, ,49, ,77, ,11.0, ,1.2, ,100.1, ,13.7, 
140,Twitchell Island,San Francisco Bay,4/2/2019,092,2.83, ,1.60, ,197, ,1.4,Y,19.1, ,10.7, ,14.6, ,100, ,66, ,85,Y,12.2,Y,2.3, ,203.0, ,13.9, 
140,Twitchell Island,San Francisco Bay,4/3/2019,093,2.49, ,0.00, ,177, ,1.4, ,18.8, ,10.5, ,14.6, ,100, ,67, ,83, ,11.8, ,1.8, ,152.9, ,14.1, 
140,Twitchell Island,San Francisco Bay,4/4/2019,094,1.86, ,0.00, ,143, ,1.4, ,19.3, ,10.0, ,14.4, ,98, ,67, ,83, ,11.5, ,1.8, ,158.8, ,14.2, 
140,Twitchell Island,San Francisco Bay,4/5/2019,095,1.19, ,3.90, ,108, ,1.4, ,17.7, ,7.5, ,12.8, ,100, ,78, ,93, ,11.7, ,1.6, ,138.5, ,13.9, 
140,Twitchell Island,San Francisco Bay,4/6/2019,096,3.24, ,0.00, ,218, ,1.5,Y,21.5, ,10.3, ,15.5, ,100, ,60, ,84,Y,12.7,Y,1.8, ,152.0, ,14.1, 
140,Twitchell Island,San Francisco Bay,4/7/2019,097,4.43, ,0.00, ,293,R,1.6,Y,22.6, ,9.9, ,16.9, ,100, ,69, ,84,Y,14.2,Y,2.1, ,182.3, ,14.6, 
140,Twitchell Island,San Francisco Bay,4/8/2019,098,3.30, ,0.00, ,211, ,1.7,R,23.3, ,13.6,Y,17.7, ,96, ,71, ,,R,,I,2.8, ,245.2, ,15.4, 
140,Twitchell Island,San Francisco Bay,4/9/2019,099,5.34, ,0.00, ,314,R,1.0, ,21.2, ,11.2, ,15.6, ,94, ,29, ,59, ,7.6, ,3.9, ,336.9, ,15.2, 
140,Twitchell Island,San Francisco Bay,4/10/2019,100,6.12, ,0.00, ,329,R,0.9, ,22.6, ,10.5, ,15.7, ,85, ,32, ,52, ,5.8, ,4.2, ,365.3, ,14.7, 
140,Twitchell Island,San Francisco Bay,4/11/2019,101,3.52, ,0.00, ,199, ,1.1, ,20.6, ,10.9, ,15.0, ,83, ,46, ,66, ,8.6, ,3.7, ,323.3, ,14.5, 
140,Twitchell Island,San Francisco Bay,4/12/2019,102,5.86, ,0.00, ,331,R,1.1, ,23.7, ,9.2, ,15.9, ,86, ,31, ,60, ,8.2, ,3.8, ,325.6, ,14.3, 
140,Twitchell Island,San Francisco Bay,4/13/2019,103,4.86, ,0.00, ,311,R,1.3, ,25.0, ,10.1, ,17.0, ,91, ,45, ,67, ,10.8, ,2.0, ,174.9, ,14.9, 
140,Twitchell Island,San Francisco Bay,4/14/2019,104,5.16, ,0.00, ,296, ,1.2, ,21.2, ,7.6, ,15.1, ,94, ,51, ,70, ,9.7, ,3.5, ,300.4, ,14.9, 
140,Twitchell Island,San Francisco Bay,4/15/2019,105,1.93, ,2.10, ,116, ,1.0, ,16.2, ,9.8, ,12.3, ,100, ,45, ,73, ,7.6, ,3.3, ,285.6, ,14.2, 
140,Twitchell Island,San Francisco Bay,4/16/2019,106,4.40, ,0.40, ,296, ,1.3, ,21.2, ,10.1, ,14.4, ,100, ,50, ,77, ,10.5, ,2.7, ,235.8, ,14.1, 
140,Twitchell Island,San Francisco Bay,4/17/2019,107,5.14, ,0.00, ,334,R,1.4, ,24.2, ,11.0, ,16.8, ,90, ,52, ,71, ,11.5, ,2.3, ,201.6, ,14.6, 
140,Twitchell Island,San Francisco Bay,4/18/2019,108,5.33, ,0.00, ,331,R,1.5,Y,28.1, ,7.7, ,18.6, ,100, ,47, ,71,Y,13.1,Y,1.5, ,127.1, ,15.2, 
140,Twitchell Island,San Francisco Bay,4/19/2019,109,5.22, ,0.00, ,301, ,1.6,Y,26.5, ,11.0, ,18.6, ,95, ,54, ,73,Y,13.7,Y,2.7, ,230.7, ,16.0, 
140,Twitchell Island,San Francisco Bay,4/20/2019,110,5.30, ,0.00, ,310, ,1.3, ,20.5, ,11.6, ,15.4, ,86, ,53, ,74, ,10.7, ,4.7, ,409.0, ,15.8, 
140,Twitchell Island,San Francisco Bay,4/21/2019,111,5.83, ,0.00, ,344,R,1.3, ,24.1, ,9.6, ,16.4, ,94, ,47, ,68, ,10.6, ,3.6, ,315.1, ,15.3, 
140,Twitchell Island,San Francisco Bay,4/22/2019,112,6.92, ,0.00, ,347,R,1.1, ,29.8, ,10.3, ,20.3, ,88, ,23, ,47, ,8.6, ,2.9, ,251.0, ,15.5, 
140,Twitchell Island,San Francisco Bay,4/23/2019,113,6.18, ,0.20,H,341,R,1.4, ,33.3,Y,12.0, ,22.1,Y,86, ,28, ,53,Y,12.0,Y,1.7, ,147.5, ,16.3, 
140,Twitchell Island,San Francisco Bay,4/24/2019,114,5.88,R,0.00, ,334,R,1.8,R,32.0, ,12.9, ,22.4,Y,93, ,49, ,,R,,I,1.7, ,147.6, ,17.2, 
140,Twitchell Island,San Francisco Bay,4/25/2019,115,6.43, ,0.00, ,346,R,1.5, ,28.5, ,12.0, ,20.5, ,95, ,45, ,63, ,13.1, ,2.8, ,243.0, ,17.7, 
140,Twitchell Island,San Francisco Bay,4/26/2019,116,6.01, ,0.00, ,344,R,1.5, ,28.4, ,11.2, ,19.2, ,92, ,47, ,67, ,12.9, ,2.9, ,253.0, ,17.4, 
140,Twitchell Island,San Francisco Bay,4/27/2019,117,5.98, ,0.00, ,338,R,1.3, ,23.2, ,12.0, ,16.9, ,85, ,52, ,70, ,11.3, ,4.3, ,367.3, ,17.2, 
140,Twitchell Island,San Francisco Bay,4/28/2019,118,5.36, ,0.00, ,333,R,1.4, ,24.6, ,10.9, ,16.1, ,91, ,54, ,74, ,11.5, ,3.5, ,303.4, ,16.8, 
140,Twitchell Island,San Francisco Bay,4/29/2019,119,5.74, ,0.00, ,342,R,1.3, ,21.6, ,11.0, ,15.6, ,91, ,59, ,75, ,11.1, ,5.4, ,466.9, ,16.5, 
140,Twitchell Island,San Francisco Bay,4/30/2019,120,5.57, ,0.00, ,341,R,1.2, ,21.5, ,12.3, ,16.0, ,86, ,51, ,68, ,10.2, ,3.8, ,326.9, ,16.4, 
140,Twitchell Island,San Francisco Bay,5/1/2019,121,5.96, ,0.00, ,351,R,1.2, ,26.3, ,10.9, ,17.2, ,94, ,28, ,59, ,9.2, ,2.8, ,240.5, ,16.7, 
140,Twitchell Island,San Francisco Bay,5/2/2019,122,6.14, ,0.00, ,350,R,1.1, ,28.1, ,5.1, ,17.7, ,92, ,30, ,52, ,7.8, ,2.3, ,196.5, ,16.8, 
140,Twitchell Island,San Francisco Bay,5/3/2019,123,5.99, ,0.00, ,343,R,1.2, ,27.6, ,8.2, ,18.0, ,89, ,31, ,57, ,9.2, ,2.4, ,209.8, ,16.9, 
140,Twitchell Island,San Francisco Bay,5/4/2019,124,6.03, ,0.00, ,350,R,1.2, ,24.9, ,9.5, ,15.8, ,90, ,36, ,66, ,9.6, ,4.2, ,360.7, ,16.8, 
140,Twitchell Island,San Francisco Bay,5/5/2019,125,5.86, ,0.00, ,335, ,1.2, ,19.5, ,10.5, ,14.1, ,89, ,56, ,72, ,9.1, ,6.2, ,531.4, ,16.2, 
140,Twitchell Island,San Francisco Bay,5/6/2019,126,5.11, ,0.00, ,306, ,1.3, ,19.8, ,11.6, ,14.7, ,87, ,62, ,76, ,10.5, ,4.3, ,373.5, ,16.0, 
140,Twitchell Island,San Francisco Bay,5/7/2019,127,5.41, ,0.00, ,330, ,1.3, ,22.6, ,10.8, ,15.9, ,91, ,56, ,75, ,11.3, ,3.7, ,322.6, ,16.3, 
140,Twitchell Island,San Francisco Bay,5/8/2019,128,5.49, ,0.00, ,327, ,1.5, ,24.5, ,12.4, ,16.8, ,90, ,56, ,77, ,12.7, ,4.6, ,397.0, ,16.8, 
140,Twitchell Island,San Francisco Bay,5/9/2019,129,5.39, ,0.00, ,318, ,1.4, ,20.4, ,12.6, ,15.6, ,92, ,64, ,80, ,12.1, ,5.8, ,503.9, ,16.8, 
140,Twitchell Island,San Francisco Bay,5/10/2019,130,5.95, ,0.00, ,332, ,1.4, ,28.2, ,11.4, ,18.4, ,95, ,38, ,67, ,12.0, ,3.7, ,323.0, ,17.0, 
140,Twitchell Island,San Francisco Bay,5/11/2019,131,5.64, ,0.00, ,335, ,1.4, ,25.8, ,12.4, ,17.3, ,90, ,46, ,71, ,12.0, ,3.6, ,312.2, ,17.4, 
140,Twitchell Island,San Francisco Bay,5/12/2019,132,6.35, ,0.00, ,333, ,1.3, ,24.8, ,12.0, ,17.6, ,89, ,44, ,65, ,11.1, ,4.8, ,413.9, ,17.5, 
140,Twitchell Island,San Francisco Bay,5/13/2019,133,6.88, ,0.00, ,324, ,1.2, ,25.9, ,12.8, ,17.8, ,86, ,32, ,59, ,9.6, ,5.6, ,480.8, ,17.5, 
140,Twitchell Island,San Francisco Bay,5/14/2019,134,4.43, ,0.00, ,213, ,1.3, ,21.2, ,12.3, ,15.9, ,85, ,55, ,71, ,10.6, ,5.7, ,490.1, ,17.4, 
140,Twitchell Island,San Francisco Bay,5/15/2019,135,1.05, ,16.00, ,77, ,1.5,Y,19.8, ,12.0, ,15.9, ,96, ,72, ,86,Y,13.4,Y,3.5, ,298.4, ,17.2, 
140,Twitchell Island,San Francisco Bay,5/16/2019,136,2.78, ,3.90, ,175, ,1.2, ,16.6, ,10.6, ,13.4, ,95, ,71, ,80, ,10.0, ,4.2, ,363.3, ,16.7, 
140,Twitchell Island,San Francisco Bay,5/17/2019,137,5.49, ,0.00, ,303, ,1.1, ,20.6, ,11.2, ,15.0, ,82, ,43, ,64, ,8.3, ,4.4, ,377.0, ,16.8, 
140,Twitchell Island,San Francisco Bay,5/18/2019,138,1.07, ,17.60, ,94, ,1.2, ,15.9, ,9.8, ,12.7, ,99, ,59, ,84, ,10.0, ,3.5, ,304.8, ,16.4, 
140,Twitchell Island,San Francisco Bay,5/19/2019,139,2.77, ,12.30, ,197, ,1.2, ,18.4, ,8.9, ,12.1, ,100, ,58, ,88, ,10.1, ,2.1, ,184.6, ,15.7, 
140,Twitchell Island,San Francisco Bay,5/20/2019,140,5.29, ,0.00, ,326, ,1.2, ,20.9, ,6.9, ,14.0, ,100, ,53, ,74, ,9.5, ,3.1, ,268.7, ,16.0, 
140,Twitchell Island,San Francisco Bay,5/21/2019,141,4.03, ,1.10, ,224, ,1.2, ,18.9, ,11.4, ,14.2, ,83, ,59, ,75, ,9.8, ,5.2, ,445.8, ,16.3, 
140,Twitchell Island,San Francisco Bay,5/22/2019,142,5.86, ,0.00, ,309, ,1.2, ,25.8, ,9.9, ,17.3, ,99, ,34, ,62, ,10.0, ,3.6, ,307.2, ,16.5, 
140,Twitchell Island,San Francisco Bay,5/23/2019,143,5.99, ,0.00, ,314, ,1.4, ,27.3, ,14.3, ,19.6, ,85, ,39, ,61, ,12.0, ,3.3, ,282.9, ,17.5, 
140,Twitchell Island,San Francisco Bay,5/24/2019,144,5.98, ,0.00, ,326, ,1.4, ,24.6, ,12.8, ,17.3, ,90, ,52, ,71, ,12.1, ,4.4, ,380.1, ,17.9, 
140,Twitchell Island,San Francisco Bay,5/25/2019,145,5.14, ,0.00, ,289, ,1.3, ,23.9, ,11.0, ,16.5, ,92, ,47, ,68, ,10.5, ,3.8, ,327.8, ,17.7, 
140,Twitchell Island,San Francisco Bay,5/26/2019,146,4.25, ,0.30, ,231, ,1.1, ,18.2, ,9.5, ,13.5, ,90, ,51, ,70, ,8.1, ,4.7, ,403.8, ,17.1, 
140,Twitchell Island,San Francisco Bay,5/27/2019,147,4.28, ,0.00, ,246, ,1.3, ,22.3, ,9.9, ,15.6, ,92, ,53, ,71, ,10.4, ,2.5, ,217.7, ,16.8, 
140,Twitchell Island,San Francisco Bay,5/28/2019,148,6.01, ,0.00, ,321, ,1.4, ,26.1, ,12.1, ,18.6, ,91, ,46, ,67, ,12.3, ,3.5, ,300.8, ,17.4, 
140,Twitchell Island,San Francisco Bay,5/29/2019,149,6.17, ,0.00, ,308, ,1.5, ,28.4, ,11.7, ,19.8, ,94, ,43, ,64, ,12.8, ,3.4, ,296.4, ,18.1, 
140,Twitchell Island,San Francisco Bay,5/30/2019,150,5.81, ,0.00, ,301, ,1.4, ,25.4, ,12.7, ,18.1, ,88, ,51, ,69, ,12.4, ,4.3, ,371.5, ,18.4, 
140,Twitchell Island,San Francisco Bay,5/31/2019,151,6.11, ,0.00, ,307, ,1.5, ,30.1, ,12.6, ,21.0, ,92, ,40, ,62, ,13.4, ,3.5, ,306.2, ,18.6, 
140,Twitchell Island,San Francisco Bay,6/1/2019,152,6.95, ,0.00, ,323, ,1.6, ,30.6, ,14.7, ,21.6, ,84, ,42, ,61, ,13.7, ,4.3, ,375.6, ,19.2, 
140,Twitchell Island,San Francisco Bay,6/2/2019,153,6.34, ,0.00, ,321, ,1.5, ,25.1, ,13.1, ,18.0, ,93, ,55, ,74, ,13.2, ,6.4, ,550.7, ,19.1, 
140,Twitchell Island,San Francisco Bay,6/3/2019,154,6.38, ,0.00, ,323, ,1.6, ,30.1, ,13.1, ,21.0, ,89, ,47, ,66, ,14.3, ,4.0, ,347.2, ,19.0, 
140,Twitchell Island,San Francisco Bay,6/4/2019,155,6.86, ,0.00, ,325, ,1.8,Y,34.6, ,14.8, ,24.8, ,85, ,42, ,58,Y,15.9,Y,2.5, ,216.0, ,19.8, 
140,Twitchell Island,San Francisco Bay,6/5/2019,156,7.52, ,0.00, ,320, ,1.7,Y,34.5, ,19.5,Y,26.2,Y,63, ,39, ,50,Y,15.0,Y,3.4, ,290.1, ,20.6, 
140,Twitchell Island,San Francisco Bay,6/6/2019,157,8.50, ,0.00, ,332, ,1.1, ,26.2, ,14.4, ,20.4, ,64, ,29, ,46, ,8.4, ,6.3, ,544.6, ,20.1, 
140,Twitchell Island,San Francisco Bay,6/7/2019,158,7.50, ,0.00, ,338, ,0.9, ,26.9, ,12.0, ,19.1, ,71, ,14, ,41, ,5.4, ,4.3, ,368.6, ,19.1, 
140,Twitchell Island,San Francisco Bay,6/8/2019,159,9.22, ,0.00, ,339, ,0.8,Y,30.4, ,15.2, ,23.1, ,40, ,19, ,27,Y,3.0,Y,4.6, ,399.7, ,18.9, 
140,Twitchell Island,San Francisco Bay,6/9/2019,160,7.49, ,0.00, ,319, ,1.0, ,35.0, ,15.5, ,25.0, ,64, ,19, ,32, ,7.3, ,2.2, ,186.7, ,19.3, 
140,Twitchell Island,San Francisco Bay,6/10/2019,161,6.83, ,0.00, ,306, ,1.4, ,39.4,Y,17.0, ,27.7,Y,67, ,19, ,38,Y,12.3,Y,1.5,Y,133.7,Y,20.1, 
140,Twitchell Island,San Francisco Bay,6/11/2019,162,7.16, ,0.00, ,306, ,1.6, ,41.4,Y,17.8, ,29.2,Y,73, ,19, ,39,Y,13.9,Y,1.7,Y,142.6,Y,21.0, 
140,Twitchell Island,San Francisco Bay,6/12/2019,163,8.00,R,0.00, ,315, ,1.6, ,37.7,Y,18.7,Y,28.3,Y,60, ,27, ,41,Y,13.6,Y,3.2, ,276.7, ,21.8, 
140,Twitchell Island,San Francisco Bay,6/13/2019,164,7.71, ,0.00, ,316, ,1.5, ,26.5, ,14.8, ,20.4, ,82, ,48, ,63, ,13.1, ,7.4,Y,639.4,Y,21.1, 
140,Twitchell Island,San Francisco Bay,6/14/2019,165,6.76, ,0.00, ,320, ,1.5, ,27.8, ,13.7, ,19.4, ,88, ,47, ,66, ,12.8, ,5.7, ,491.0, ,20.5, 
140,Twitchell Island,San Francisco Bay,6/15/2019,166,6.17, ,0.00, ,314, ,1.4, ,23.9, ,12.5, ,17.2, ,88, ,51, ,70, ,11.6, ,5.4, ,469.4, ,20.1, 
140,Twitchell Island,San Francisco Bay,6/16/2019,167,6.44, ,0.00, ,318, ,1.5, ,27.3, ,12.5, ,18.9, ,92, ,50, ,69, ,13.0, ,5.0, ,433.5, ,19.8, 
140,Twitchell Island,San Francisco Bay,6/17/2019,168,6.87, ,0.00, ,316, ,1.6, ,31.4, ,14.0, ,22.1, ,86, ,40, ,61, ,14.2, ,4.0, ,344.7, ,20.3, 
140,Twitchell Island,San Francisco Bay,6/18/2019,169,7.82, ,0.00, ,329, ,1.7,Y,31.8, ,16.5, ,23.5, ,78, ,41, ,58,Y,14.7,Y,4.8, ,416.7, ,21.0, 
140,Twitchell Island,San Francisco Bay,6/19/2019,170,7.01, ,0.00, ,319, ,1.6,Y,28.7, ,14.8, ,20.3, ,90, ,47, ,69,Y,14.4,Y,6.4, ,551.0, ,20.9, 
140,Twitchell Island,San Francisco Bay,6/20/2019,171,7.21, ,0.00, ,336, ,1.5, ,25.7, ,14.4, ,19.3, ,90, ,47, ,65, ,12.6, ,6.1, ,528.5, ,20.1, 
140,Twitchell Island,San Francisco Bay,6/21/2019,172,7.42, ,0.00, ,345, ,1.3, ,28.9, ,14.1, ,20.9, ,82, ,33, ,52, ,10.7, ,4.4, ,377.6, ,20.0, 
140,Twitchell Island,San Francisco Bay,6/22/2019,173,8.74, ,0.00, ,345, ,1.1, ,34.3, ,15.1, ,25.3, ,65, ,19, ,34, ,8.3, ,3.6, ,307.3, ,20.5, 
140,Twitchell Island,San Francisco Bay,6/23/2019,174,7.73, ,0.00, ,341, ,1.4, ,36.3, ,12.9, ,25.4, ,78, ,25, ,43, ,11.8, ,2.6, ,222.2, ,20.9, 
140,Twitchell Island,San Francisco Bay,6/24/2019,175,7.39, ,0.00, ,309, ,1.4, ,32.0, ,15.4, ,23.6, ,77, ,31, ,49, ,12.1, ,3.6, ,309.7, ,21.2, 
140,Twitchell Island,San Francisco Bay,6/25/2019,176,8.54, ,0.00, ,342, ,1.2, ,30.2, ,17.0, ,22.7, ,59, ,31, ,45, ,10.2, ,5.0, ,432.3, ,21.2, 
140,Twitchell Island,San Francisco Bay,6/26/2019,177,7.28, ,0.00, ,347, ,1.3, ,24.2, ,14.7, ,19.0, ,83, ,47, ,59, ,10.9, ,5.0, ,434.2, ,20.7, 
140,Twitchell Island,San Francisco Bay,6/27/2019,178,6.53, ,0.00, ,306, ,1.3, ,25.4, ,13.4, ,18.6, ,90, ,34, ,59, ,10.4, ,4.4, ,379.2, ,20.2, 
140,Twitchell Island,San Francisco Bay,6/28/2019,179,6.17, ,0.00, ,283, ,1.2, ,29.1, ,14.6, ,20.9, ,68, ,27, ,49, ,9.9, ,3.2, ,276.0, ,20.3, 
140,Twitchell Island,San Francisco Bay,6/29/2019,180,6.43, ,0.00, ,306, ,1.1, ,30.2, ,13.0, ,21.1, ,75, ,19, ,45, ,8.8, ,2.8, ,240.2, ,20.3, 
140,Twitchell Island,San Francisco Bay,6/30/2019,181,7.42, ,0.00, ,352, ,1.3, ,30.8, ,15.6, ,22.0, ,68, ,28, ,48, ,10.4, ,3.2, ,279.3, ,20.6, 
140,Twitchell Island,San Francisco Bay,7/1/2019,182,7.44, ,0.00, ,344, ,1.3, ,29.1, ,12.7, ,21.1, ,81, ,31, ,52, ,10.7, ,3.7, ,323.1, ,20.7, 
140,Twitchell Island,San Francisco Bay,7/2/2019,183,7.11, ,0.00, ,303, ,1.3, ,29.3, ,16.5, ,21.8, ,64, ,35, ,50, ,10.8, ,4.0, ,348.1, ,20.9, 
140,Twitchell Island,San Francisco Bay,7/3/2019,184,7.18, ,0.00, ,324, ,1.4, ,29.8, ,15.8, ,21.6, ,73, ,37, ,53, ,11.6, ,3.9, ,341.1, ,21.1, 
140,Twitchell Island,San Francisco Bay,7/4/2019,185,7.02, ,0.00, ,330, ,1.5, ,31.6, ,13.9, ,22.2, ,80, ,32, ,54, ,12.5, ,3.2, ,274.1, ,21.2, 
140,Twitchell Island,San Francisco Bay,7/5/2019,186,7.32, ,0.00, ,324, ,1.4, ,32.3, ,13.4, ,22.9, ,84, ,29, ,52, ,12.5, ,3.5, ,302.6, ,21.6, 
140,Twitchell Island,San Francisco Bay,7/6/2019,187,7.06, ,0.00, ,305, ,1.4, ,32.1, ,13.6, ,22.7, ,80, ,31, ,50, ,11.7, ,3.3, ,281.6, ,21.7, 
140,Twitchell Island,San Francisco Bay,7/7/2019,188,6.88, ,0.00, ,311, ,1.3, ,28.6, ,13.6, ,20.7, ,75, ,38, ,53, ,10.7, ,3.7, ,321.7, ,21.5, 
140,Twitchell Island,San Francisco Bay,7/8/2019,189,6.53, ,0.00, ,322, ,1.4, ,24.6, ,10.9, ,18.6, ,88, ,49, ,65, ,11.8, ,3.9, ,335.9, ,21.1, 
140,Twitchell Island,San Francisco Bay,7/9/2019,190,6.21, ,0.00, ,300, ,1.5, ,28.5, ,14.4, ,20.2, ,83, ,40, ,64, ,13.1, ,4.3, ,370.1, ,20.9, 
140,Twitchell Island,San Francisco Bay,7/10/2019,191,6.33, ,0.00, ,288, ,1.7, ,29.2, ,17.3, ,22.1, ,88, ,42, ,64, ,14.8, ,4.9, ,421.3, ,21.5, 
140,Twitchell Island,San Francisco Bay,7/11/2019,192,7.51, ,0.00, ,311, ,1.6, ,31.6, ,18.1, ,23.6, ,73, ,36, ,55, ,14.0, ,4.8, ,414.7, ,21.9, 
140,Twitchell Island,San Francisco Bay,7/12/2019,193,7.34, ,0.00, ,326, ,1.6, ,34.0, ,16.2, ,24.1, ,81, ,31, ,53, ,13.9, ,3.8, ,328.1, ,22.1, 
140,Twitchell Island,San Francisco Bay,7/13/2019,194,7.00, ,0.00, ,289, ,1.5, ,33.9, ,16.6, ,24.6, ,75, ,27, ,47, ,12.7, ,3.6, ,312.8, ,22.5, 
140,Twitchell Island,San Francisco Bay,7/14/2019,195,7.66, ,0.00, ,291, ,1.4, ,31.1, ,19.0, ,24.4, ,58, ,31, ,45, ,11.6, ,4.6, ,398.7, ,22.6, 
140,Twitchell Island,San Francisco Bay,7/15/2019,196,7.46, ,0.00, ,256, ,1.4, ,33.2, ,19.6, ,25.4, ,61, ,29, ,43, ,12.0, ,4.9, ,423.4, ,22.7, 
140,Twitchell Island,San Francisco Bay,7/16/2019,197,6.91, ,0.00, ,281, ,1.5, ,31.4, ,15.5, ,23.5, ,78, ,32, ,51, ,12.8, ,4.1, ,352.3, ,22.8, 
140,Twitchell Island,San Francisco Bay,7/17/2019,198,6.18, ,0.00, ,308, ,1.6, ,34.4, ,13.7, ,23.9, ,83, ,33, ,54, ,13.9, ,1.9, ,167.4, ,22.5, 
140,Twitchell Island,San Francisco Bay,7/18/2019,199,6.22, ,0.00, ,291, ,1.6, ,29.6, ,17.2, ,22.6, ,78, ,41, ,59, ,14.2, ,3.6, ,308.0, ,22.9, 
140,Twitchell Island,San Francisco Bay,7/19/2019,200,6.30, ,0.00, ,311, ,1.6, ,29.5, ,15.3, ,21.0, ,88, ,41, ,64, ,13.9, ,4.1, ,357.9, ,22.5, 
140,Twitchell Island,San Francisco Bay,7/20/2019,201,6.56, ,0.00, ,303, ,1.5, ,27.2, ,15.4, ,20.3, ,86, ,37, ,63, ,13.2, ,5.8, ,499.0, ,21.8, 
140,Twitchell Island,San Francisco Bay,7/21/2019,202,6.15, ,0.00, ,271, ,1.4, ,32.2, ,14.4, ,22.8, ,89, ,26, ,52, ,12.5, ,3.7, ,316.9, ,21.9, 
140,Twitchell Island,San Francisco Bay,7/22/2019,203,7.48, ,0.00, ,300, ,1.5, ,35.8, ,17.7, ,26.1, ,68, ,28, ,43, ,12.7, ,3.3, ,281.0, ,22.8, 
140,Twitchell Island,San Francisco Bay,7/23/2019,204,7.44, ,0.00, ,285, ,1.3, ,33.4, ,15.5, ,24.9, ,73, ,26, ,41, ,10.9, ,3.6, ,308.0, ,23.1, 
140,Twitchell Island,San Francisco Bay,7/24/2019,205,7.39, ,0.00, ,317, ,1.3, ,37.8, ,12.7, ,26.6, ,81, ,12, ,37, ,10.6, ,2.3, ,201.8, ,23.0, 
140,Twitchell Island,San Francisco Bay,7/25/2019,206,7.80, ,0.00, ,291, ,1.1,Y,36.5, ,16.0, ,26.9, ,65, ,11, ,31,Y,8.3,Y,2.9, ,247.1, ,23.4, 
140,Twitchell Island,San Francisco Bay,7/26/2019,207,7.03, ,0.00, ,299, ,1.5, ,32.7, ,16.2, ,23.3, ,79, ,28, ,52, ,12.8, ,3.9, ,333.1, ,23.3, 
140,Twitchell Island,San Francisco Bay,7/27/2019,208,6.96, ,0.00, ,331, ,1.5, ,38.5, ,14.8, ,26.3, ,85, ,21, ,44, ,12.9, ,2.1, ,184.4, ,23.2, 
140,Twitchell Island,San Francisco Bay,7/28/2019,209,8.03, ,0.00, ,323, ,1.5, ,39.7,Y,14.9, ,28.0, ,83, ,20, ,39, ,12.8, ,2.8, ,242.2, ,23.8, 
140,Twitchell Island,San Francisco Bay,7/29/2019,210,6.75, ,0.00, ,270, ,1.4, ,30.3, ,16.7, ,23.0, ,78, ,37, ,51, ,12.3, ,4.2, ,364.7, ,23.6, 
140,Twitchell Island,San Francisco Bay,7/30/2019,211,6.52, ,0.00, ,284, ,1.3, ,29.6, ,15.6, ,21.6, ,77, ,29, ,52, ,11.3, ,4.3, ,371.9, ,22.7, 
140,Twitchell Island,San Francisco Bay,7/31/2019,212,6.62, ,0.00, ,316, ,1.5, ,33.3, ,14.3, ,22.5, ,87, ,23, ,54, ,12.6, ,3.1, ,269.3, ,22.5, 
140,Twitchell Island,San Francisco Bay,8/1/2019,213,6.21, ,0.00, ,273, ,1.6, ,29.0, ,15.6, ,21.8, ,85, ,44, ,62, ,14.1, ,4.3, ,367.5, ,22.6, 
140,Twitchell Island,San Francisco Bay,8/2/2019,214,6.95, ,0.00, ,302, ,1.6, ,33.4, ,17.4, ,24.2, ,80, ,34, ,53, ,14.1, ,4.1, ,357.1, ,22.8, 
140,Twitchell Island,San Francisco Bay,8/3/2019,215,7.10, ,0.00, ,322, ,1.6, ,36.9, ,18.6, ,25.8, ,74, ,23, ,48, ,13.9, ,3.1, ,267.9, ,23.3, 
