Stn Id,Stn Name,CIMIS Region,Date,Hour (PST),Jul,ETo (mm),qc,Precip (mm),qc,Sol Rad (W/sq.m),qc,Vap Pres (kPa),qc,Air Temp (C),qc,Rel Hum (%),qc,Dew Point (C),qc,Wind Speed (m/s),qc,Wind Dir (0-360),qc,Soil Temp (C),qc
140,Twitchell Island,San Francisco Bay,6/16/2018,1000,167,0.56, ,0.00, ,793, ,1.4, ,20.6, ,59, ,12.4, ,3.1, ,198, ,20.8, 
140,Twitchell Island,San Francisco Bay,6/16/2018,1100,167,0.66, ,0.00, ,909, ,1.5, ,22.5, ,56, ,13.2, ,3.2, ,211, ,21.0, 
140,Twitchell Island,San Francisco Bay,6/16/2018,1200,167,0.75, ,0.00, ,979, ,1.6, ,23.8, ,53, ,13.7, ,4.0, ,219, ,21.4, 
140,Twitchell Island,San Francisco Bay,6/16/2018,1300,167,0.79, ,0.00, ,988, ,1.6, ,24.4, ,51, ,13.7, ,5.0, ,226, ,21.9, 
140,Twitchell Island,San Francisco Bay,6/16/2018,1400,167,0.78, ,0.00, ,947, ,1.5, ,24.3, ,51, ,13.4, ,6.1, ,224, ,22.5, 
140,Twitchell Island,San Francisco Bay,6/16/2018,1500,167,0.70, ,0.00, ,849, ,1.5, ,23.7, ,52, ,13.2, ,6.4, ,226, ,23.1,Y
140,Twitchell Island,San Francisco Bay,6/16/2018,1600,167,0.57, ,0.00, ,701, ,1.5, ,23.1, ,53, ,13.0, ,6.0, ,224, ,23.4,Y
140,Twitchell Island,San Francisco Bay,6/16/2018,1700,167,0.42, ,0.00, ,532, ,1.5, ,20.3, ,61, ,12.6, ,6.2, ,235, ,23.6, 
140,Twitchell Island,San Francisco Bay,6/16/2018,1800,167,0.29, ,0.00, ,337, ,1.4, ,18.5, ,66, ,12.0, ,7.3, ,220, ,23.6, 
140,Twitchell Island,San Francisco Bay,6/16/2018,1900,167,0.14, ,0.00, ,148, ,1.3, ,17.3, ,65, ,10.7, ,7.0, ,218, ,23.5, 
140,Twitchell Island,San Francisco Bay,6/16/2018,2000,167,0.04, ,0.00, ,14, ,1.2, ,15.9, ,68, ,10.1, ,6.0, ,213, ,23.3, 
140,Twitchell Island,San Francisco Bay,6/16/2018,2100,167,0.02, ,0.00, ,0, ,1.2, ,14.8, ,71, ,9.5, ,5.5, ,219, ,23.1, 
140,Twitchell Island,San Francisco Bay,6/16/2018,2200,167,0.01, ,0.00, ,0, ,1.1, ,14.4, ,70, ,8.9, ,4.4, ,216, ,22.8, 
140,Twitchell Island,San Francisco Bay,6/16/2018,2300,167,0.00, ,0.00, ,0, ,1.1, ,13.5, ,73, ,8.7, ,4.4, ,217, ,22.5, 
140,Twitchell Island,San Francisco Bay,6/16/2018,2400,167,0.00, ,0.00, ,0, ,1.1, ,13.3, ,74, ,8.9, ,4.8, ,210, ,22.2, 
140,Twitchell Island,San Francisco Bay,6/17/2018,0100,168,0.00, ,0.00, ,0, ,1.1, ,12.9, ,76, ,8.8, ,2.7, ,207, ,21.9, 
140,Twitchell Island,San Francisco Bay,6/17/2018,0200,168,0.00, ,0.00, ,0, ,1.2, ,12.0, ,82, ,9.1, ,1.4, ,219, ,21.6, 
140,Twitchell Island,San Francisco Bay,6/17/2018,0300,168,0.00, ,0.00, ,0, ,1.2, ,13.2, ,79, ,9.6, ,1.5, ,197, ,21.4, 
140,Twitchell Island,San Francisco Bay,6/17/2018,0400,168,0.00, ,0.00, ,0, ,1.2, ,13.5, ,78, ,9.8, ,1.7, ,222, ,21.1, 
140,Twitchell Island,San Francisco Bay,6/17/2018,0500,168,0.01, ,0.00, ,1, ,1.2, ,14.1, ,75, ,9.7, ,3.8, ,217, ,20.9, 
140,Twitchell Island,San Francisco Bay,6/17/2018,0600,168,0.05, ,0.00, ,72, ,1.2, ,14.5, ,75, ,10.2, ,3.4, ,201, ,20.8, 
140,Twitchell Island,San Francisco Bay,6/17/2018,0700,168,0.15, ,0.00, ,231, ,1.2, ,15.9, ,68, ,10.1, ,1.7, ,185, ,20.6, 
140,Twitchell Island,San Francisco Bay,6/17/2018,0800,168,0.24, ,0.00, ,376, ,1.3, ,18.0, ,61, ,10.4, ,1.4, ,347, ,20.5, 
140,Twitchell Island,San Francisco Bay,6/17/2018,0900,168,0.37, ,0.00, ,555, ,1.3, ,19.0, ,59, ,10.9, ,1.6, ,16, ,20.5, 
140,Twitchell Island,San Francisco Bay,6/17/2018,1000,168,0.40, ,0.00, ,581, ,1.3, ,20.1, ,54, ,10.5, ,1.3, ,13, ,20.5, 
140,Twitchell Island,San Francisco Bay,6/17/2018,1100,168,0.47, ,0.00, ,683, ,1.3, ,20.2, ,53, ,10.4, ,1.3, ,108, ,20.7, 
140,Twitchell Island,San Francisco Bay,6/17/2018,1200,168,0.67, ,0.00, ,975, ,1.3, ,21.2, ,52, ,11.0, ,1.8, ,165, ,20.9, 
140,Twitchell Island,San Francisco Bay,6/17/2018,1300,168,0.68, ,0.00, ,977, ,1.3, ,22.3, ,50, ,11.2, ,1.7, ,189, ,21.4, 
140,Twitchell Island,San Francisco Bay,6/17/2018,1400,168,0.65, ,0.00, ,920, ,1.4, ,23.3, ,48, ,11.6, ,1.9, ,157, ,21.9, 
140,Twitchell Island,San Francisco Bay,6/17/2018,1500,168,0.59, ,0.00, ,837, ,1.4, ,24.3, ,45, ,11.7, ,1.6, ,137, ,22.5, 
140,Twitchell Island,San Francisco Bay,6/17/2018,1600,168,0.51, ,0.00, ,698, ,1.4, ,25.2, ,44, ,12.2, ,2.3, ,203, ,22.8, 
140,Twitchell Island,San Francisco Bay,6/17/2018,1700,168,0.42, ,0.00, ,523, ,1.4, ,24.6, ,46, ,12.3, ,3.1, ,223, ,23.0, 
140,Twitchell Island,San Francisco Bay,6/17/2018,1800,168,0.29, ,0.00, ,328, ,1.4, ,22.6, ,52, ,12.3, ,4.1, ,239, ,23.2, 
140,Twitchell Island,San Francisco Bay,6/17/2018,1900,168,0.12, ,0.00, ,135, ,1.4, ,20.3, ,59, ,12.0, ,3.9, ,219, ,23.2, 
140,Twitchell Island,San Francisco Bay,6/17/2018,2000,168,0.04, ,0.00, ,12, ,1.4, ,18.4, ,65, ,11.6, ,4.5, ,223, ,23.2, 
140,Twitchell Island,San Francisco Bay,6/17/2018,2100,168,0.02, ,0.00, ,0, ,1.4, ,17.3, ,69, ,11.6, ,4.8, ,218, ,23.0, 
140,Twitchell Island,San Francisco Bay,6/17/2018,2200,168,0.02, ,0.00, ,0, ,1.4, ,16.7, ,73, ,11.9, ,5.1, ,210, ,22.8, 
140,Twitchell Island,San Francisco Bay,6/17/2018,2300,168,0.00, ,0.00, ,0, ,1.4, ,15.9, ,80, ,12.4, ,4.9, ,210, ,22.5, 
140,Twitchell Island,San Francisco Bay,6/17/2018,2400,168,0.00, ,0.00, ,0, ,1.5, ,15.4, ,84, ,12.6, ,4.7, ,218, ,22.3, 
140,Twitchell Island,San Francisco Bay,6/18/2018,0100,169,0.01, ,0.00, ,0, ,1.4, ,15.0, ,82, ,12.0, ,4.7, ,220, ,22.0, 
140,Twitchell Island,San Francisco Bay,6/18/2018,0200,169,0.00, ,0.00, ,0, ,1.4, ,14.6, ,84, ,11.9, ,5.2, ,221, ,21.8, 
140,Twitchell Island,San Francisco Bay,6/18/2018,0300,169,0.00, ,0.00, ,0, ,1.4, ,14.3, ,86, ,12.0, ,5.0, ,220, ,21.6, 
140,Twitchell Island,San Francisco Bay,6/18/2018,0400,169,0.00, ,0.00, ,0, ,1.4, ,14.2, ,87, ,12.0, ,4.8, ,223, ,21.4, 
140,Twitchell Island,San Francisco Bay,6/18/2018,0500,169,0.00, ,0.00, ,3, ,1.4, ,14.1, ,87, ,12.0, ,5.3, ,223, ,21.2, 
140,Twitchell Island,San Francisco Bay,6/18/2018,0600,169,0.04, ,0.00, ,72, ,1.4, ,14.5, ,87, ,12.3, ,5.5, ,229, ,21.0, 
140,Twitchell Island,San Francisco Bay,6/18/2018,0700,169,0.16, ,0.00, ,237, ,1.4, ,15.5, ,82, ,12.5, ,5.3, ,227, ,20.8, 
140,Twitchell Island,San Francisco Bay,6/18/2018,0800,169,0.30, ,0.00, ,435, ,1.4, ,16.7, ,76, ,12.5, ,5.4, ,227, ,20.7, 
140,Twitchell Island,San Francisco Bay,6/18/2018,0900,169,0.44, ,0.00, ,619, ,1.5, ,18.4, ,69, ,12.6, ,5.2, ,229, ,20.6, 
140,Twitchell Island,San Francisco Bay,6/18/2018,1000,169,0.57, ,0.00, ,774, ,1.5, ,20.3, ,63, ,13.1, ,4.7, ,230, ,20.6, 
140,Twitchell Island,San Francisco Bay,6/18/2018,1100,169,0.67, ,0.00, ,890, ,1.5, ,22.7, ,56, ,13.5, ,3.7, ,233, ,20.8, 
140,Twitchell Island,San Francisco Bay,6/18/2018,1200,169,0.73, ,0.00, ,958, ,1.6, ,24.6, ,51, ,13.7, ,3.4, ,229, ,21.1, 
140,Twitchell Island,San Francisco Bay,6/18/2018,1300,169,0.76, ,0.00, ,976, ,1.6, ,26.2, ,46, ,13.7, ,3.1, ,221, ,21.7, 
140,Twitchell Island,San Francisco Bay,6/18/2018,1400,169,0.76, ,0.00, ,937, ,1.6, ,27.7, ,42, ,13.8, ,3.4, ,216, ,22.3, 
140,Twitchell Island,San Francisco Bay,6/18/2018,1500,169,0.72, ,0.00, ,845, ,1.5, ,27.9, ,39, ,12.6, ,4.3, ,219, ,22.9, 
140,Twitchell Island,San Francisco Bay,6/18/2018,1600,169,0.63, ,0.00, ,709, ,1.4, ,27.6, ,38, ,12.1, ,5.0, ,218, ,23.3, 
140,Twitchell Island,San Francisco Bay,6/18/2018,1700,169,0.50, ,0.00, ,535, ,1.5, ,26.4, ,43, ,12.7, ,5.3, ,225, ,23.6, 
140,Twitchell Island,San Francisco Bay,6/18/2018,1800,169,0.35, ,0.00, ,336, ,1.5, ,24.6, ,48, ,13.0, ,5.6, ,225, ,23.7, 
140,Twitchell Island,San Francisco Bay,6/18/2018,1900,169,0.21, ,0.00, ,143, ,1.4, ,21.9, ,55, ,12.3, ,5.9, ,218, ,23.7, 
140,Twitchell Island,San Francisco Bay,6/18/2018,2000,169,0.06, ,0.00, ,13, ,1.3, ,19.8, ,58, ,11.4, ,4.3, ,213, ,23.5, 
140,Twitchell Island,San Francisco Bay,6/18/2018,2100,169,0.05, ,0.00, ,0, ,1.3, ,19.2, ,58, ,10.8, ,4.1, ,213, ,23.4, 
140,Twitchell Island,San Francisco Bay,6/18/2018,2200,169,0.05, ,0.00, ,0, ,1.3, ,18.5, ,59, ,10.5, ,4.5, ,218, ,23.1, 
140,Twitchell Island,San Francisco Bay,6/18/2018,2300,169,0.05, ,0.00, ,0, ,1.3, ,17.5, ,64, ,10.6, ,5.8, ,225, ,22.9, 
140,Twitchell Island,San Francisco Bay,6/18/2018,2400,169,0.04, ,0.00, ,0, ,1.3, ,16.6, ,69, ,10.9, ,5.7, ,227, ,22.6, 
140,Twitchell Island,San Francisco Bay,6/19/2018,0100,170,0.03, ,0.00, ,0, ,1.3, ,16.0, ,73, ,11.2, ,6.1, ,220, ,22.4, 
140,Twitchell Island,San Francisco Bay,6/19/2018,0200,170,0.02, ,0.00, ,0, ,1.4, ,15.5, ,78, ,11.6, ,6.0, ,231, ,22.1, 
140,Twitchell Island,San Francisco Bay,6/19/2018,0300,170,0.01, ,0.00, ,0, ,1.4, ,15.2, ,79, ,11.7, ,4.3, ,225, ,21.9, 
140,Twitchell Island,San Francisco Bay,6/19/2018,0400,170,0.00, ,0.00, ,0, ,1.4, ,14.4, ,84, ,11.6, ,2.4, ,224, ,21.7, 
140,Twitchell Island,San Francisco Bay,6/19/2018,0500,170,0.00, ,0.00, ,3, ,1.4, ,14.0, ,86, ,11.7, ,3.5, ,220, ,21.5, 
140,Twitchell Island,San Francisco Bay,6/19/2018,0600,170,0.05, ,0.00, ,79, ,1.4, ,14.3, ,85, ,11.8, ,5.5, ,229, ,21.3, 
140,Twitchell Island,San Francisco Bay,6/19/2018,0700,170,0.17, ,0.00, ,244, ,1.4, ,15.5, ,79, ,11.9, ,5.0, ,230, ,21.1, 
140,Twitchell Island,San Francisco Bay,6/19/2018,0800,170,0.29, ,0.00, ,439, ,1.5, ,17.6, ,72, ,12.5, ,3.6, ,229, ,21.0, 
140,Twitchell Island,San Francisco Bay,6/19/2018,0900,170,0.44, ,0.00, ,606, ,1.5, ,19.4, ,66, ,12.9, ,4.4, ,226, ,20.9, 
140,Twitchell Island,San Francisco Bay,6/19/2018,1000,170,0.58, ,0.00, ,777, ,1.6, ,21.9, ,60, ,13.7, ,3.9, ,228, ,20.9, 
140,Twitchell Island,San Francisco Bay,6/19/2018,1100,170,0.68, ,0.00, ,893, ,1.6, ,24.3, ,54, ,14.5, ,3.3, ,231, ,21.1, 
140,Twitchell Island,San Francisco Bay,6/19/2018,1200,170,0.75, ,0.00, ,961, ,1.7, ,26.3, ,49, ,14.6, ,3.2, ,238, ,21.4, 
140,Twitchell Island,San Francisco Bay,6/19/2018,1300,170,0.79, ,0.00, ,977, ,1.7, ,27.7, ,46, ,15.0, ,3.5, ,222, ,21.9, 
140,Twitchell Island,San Francisco Bay,6/19/2018,1400,170,0.79, ,0.00, ,939, ,1.7, ,28.8, ,43, ,15.0, ,4.0, ,215, ,22.6, 
140,Twitchell Island,San Francisco Bay,6/19/2018,1500,170,0.72, ,0.00, ,847, ,1.7, ,29.7, ,40, ,14.7, ,3.8, ,220, ,23.2, 
140,Twitchell Island,San Francisco Bay,6/19/2018,1600,170,0.63, ,0.00, ,708, ,1.6, ,29.3, ,40, ,14.2, ,4.6, ,223, ,23.6, 
140,Twitchell Island,San Francisco Bay,6/19/2018,1700,170,0.52, ,0.00, ,535, ,1.6, ,27.8, ,42, ,13.6, ,5.6, ,222, ,23.9, 
140,Twitchell Island,San Francisco Bay,6/19/2018,1800,170,0.37, ,0.00, ,339, ,1.5, ,25.7, ,45, ,12.8, ,5.8, ,207, ,24.0, 
140,Twitchell Island,San Francisco Bay,6/19/2018,1900,170,0.23, ,0.00, ,147, ,1.4, ,23.1, ,50, ,12.1, ,5.9, ,217, ,24.0, 
140,Twitchell Island,San Francisco Bay,6/19/2018,2000,170,0.09, ,0.00, ,15, ,1.4, ,20.5, ,57, ,11.6, ,5.8, ,209, ,23.9, 
140,Twitchell Island,San Francisco Bay,6/19/2018,2100,170,0.06, ,0.00, ,0, ,1.3, ,18.8, ,61, ,11.1, ,5.4, ,203, ,23.7, 
140,Twitchell Island,San Francisco Bay,6/19/2018,2200,170,0.05, ,0.00, ,0, ,1.3, ,17.8, ,63, ,10.7, ,5.6, ,206, ,23.4, 
140,Twitchell Island,San Francisco Bay,6/19/2018,2300,170,0.05, ,0.00, ,0, ,1.2, ,17.0, ,64, ,10.2, ,5.4, ,199, ,23.2, 
140,Twitchell Island,San Francisco Bay,6/19/2018,2400,170,0.04, ,0.00, ,0, ,1.3, ,16.1, ,69, ,10.5, ,6.1, ,198, ,22.9, 
140,Twitchell Island,San Francisco Bay,6/20/2018,0100,171,0.02, ,0.00, ,0, ,1.3, ,15.4, ,73, ,10.6, ,4.8, ,216, ,22.6, 
140,Twitchell Island,San Francisco Bay,6/20/2018,0200,171,0.00, ,0.00, ,0, ,1.3, ,14.9, ,76, ,10.7, ,3.0, ,221, ,22.3, 
140,Twitchell Island,San Francisco Bay,6/20/2018,0300,171,0.01, ,0.00, ,0, ,1.3, ,14.7, ,77, ,10.7, ,3.7, ,220, ,22.1, 
140,Twitchell Island,San Francisco Bay,6/20/2018,0400,171,0.00, ,0.00, ,0, ,1.3, ,13.6, ,83, ,10.7, ,4.3, ,204, ,21.9, 
140,Twitchell Island,San Francisco Bay,6/20/2018,0500,171,0.00, ,0.00, ,3, ,1.3, ,12.9, ,86, ,10.6, ,5.4, ,210, ,21.6, 
140,Twitchell Island,San Francisco Bay,6/20/2018,0600,171,0.05, ,0.00, ,82, ,1.3, ,13.3, ,84, ,10.6, ,6.2, ,214, ,21.4, 
140,Twitchell Island,San Francisco Bay,6/20/2018,0700,171,0.18, ,0.00, ,254, ,1.3, ,15.0, ,75, ,10.6, ,4.9, ,212, ,21.2, 
140,Twitchell Island,San Francisco Bay,6/20/2018,0800,171,0.30, ,0.00, ,451, ,1.3, ,16.5, ,71, ,11.3, ,3.9, ,208, ,21.1, 
140,Twitchell Island,San Francisco Bay,6/20/2018,0900,171,0.44, ,0.00, ,637, ,1.4, ,18.6, ,65, ,12.0, ,4.0, ,213, ,20.9, 
140,Twitchell Island,San Francisco Bay,6/20/2018,1000,171,0.56, ,0.00, ,797, ,1.4, ,20.1, ,61, ,12.3, ,4.7, ,212, ,20.9, 
140,Twitchell Island,San Francisco Bay,6/20/2018,1100,171,0.69, ,0.00, ,917, ,1.4, ,22.6, ,52, ,12.4, ,4.2, ,216, ,21.1, 
140,Twitchell Island,San Francisco Bay,6/20/2018,1200,171,0.81, ,0.00, ,993, ,1.4, ,24.7, ,45, ,12.0, ,5.2, ,207, ,21.4, 
140,Twitchell Island,San Francisco Bay,6/20/2018,1300,171,0.88, ,0.00, ,1015, ,1.4, ,26.0, ,42, ,12.0, ,5.8, ,216, ,22.0, 
140,Twitchell Island,San Francisco Bay,6/20/2018,1400,171,0.84, ,0.00, ,976, ,1.4, ,27.0, ,39, ,12.0, ,5.1, ,209, ,22.6, 
140,Twitchell Island,San Francisco Bay,6/20/2018,1500,171,0.78, ,0.00, ,884, ,1.3, ,27.0, ,37, ,11.0, ,5.3, ,217, ,23.1, 
140,Twitchell Island,San Francisco Bay,6/20/2018,1600,171,0.68, ,0.00, ,747, ,1.2, ,26.7, ,34, ,9.6, ,5.5, ,218, ,23.5, 
140,Twitchell Island,San Francisco Bay,6/20/2018,1700,171,0.55, ,0.00, ,569, ,1.2, ,25.2, ,37, ,9.5, ,6.6, ,203, ,23.7, 
140,Twitchell Island,San Francisco Bay,6/20/2018,1800,171,0.38, ,0.00, ,363, ,1.2, ,23.6, ,39, ,9.0, ,6.6, ,218, ,23.8, 
140,Twitchell Island,San Francisco Bay,6/20/2018,1900,171,0.20, ,0.00, ,160, ,1.2, ,21.9, ,45, ,9.3, ,4.4, ,215, ,23.7, 
140,Twitchell Island,San Francisco Bay,6/20/2018,2000,171,0.06, ,0.00, ,17, ,1.2, ,19.0, ,56, ,10.2, ,4.8, ,204, ,23.6, 
140,Twitchell Island,San Francisco Bay,6/20/2018,2100,171,0.04, ,0.00, ,0, ,1.3, ,17.8, ,62, ,10.4, ,5.1, ,202, ,23.4, 
140,Twitchell Island,San Francisco Bay,6/20/2018,2200,171,0.04, ,0.00, ,0, ,1.2, ,17.3, ,60, ,9.4, ,4.8, ,205, ,23.1, 
140,Twitchell Island,San Francisco Bay,6/20/2018,2300,171,0.05, ,0.00, ,0, ,1.2, ,16.6, ,62, ,9.4, ,5.7, ,202, ,22.9, 
140,Twitchell Island,San Francisco Bay,6/20/2018,2400,171,0.04, ,0.00, ,0, ,1.2, ,16.0, ,66, ,9.7, ,5.7, ,198, ,22.6, 
140,Twitchell Island,San Francisco Bay,6/21/2018,0100,172,0.02, ,0.00, ,0, ,1.2, ,15.8, ,67, ,9.6, ,3.5, ,204, ,22.3, 
140,Twitchell Island,San Francisco Bay,6/21/2018,0200,172,0.01, ,0.00, ,0, ,1.2, ,15.0, ,71, ,9.7, ,3.5, ,203, ,22.1, 
140,Twitchell Island,San Francisco Bay,6/21/2018,0300,172,0.01, ,0.00, ,0, ,1.2, ,14.5, ,73, ,9.6, ,2.9, ,203, ,21.8, 
140,Twitchell Island,San Francisco Bay,6/21/2018,0400,172,0.00, ,0.00, ,0, ,1.2, ,13.9, ,73, ,9.2, ,2.4, ,210, ,21.6, 
140,Twitchell Island,San Francisco Bay,6/21/2018,0500,172,0.01, ,0.00, ,3, ,1.2, ,13.9, ,73, ,9.1, ,3.6, ,205, ,21.4, 
140,Twitchell Island,San Francisco Bay,6/21/2018,0600,172,0.06, ,0.00, ,84, ,1.2, ,14.1, ,74, ,9.5, ,4.7, ,219, ,21.2, 
140,Twitchell Island,San Francisco Bay,6/21/2018,0700,172,0.19, ,0.00, ,259, ,1.2, ,15.4, ,69, ,9.8, ,4.5, ,215, ,21.0, 
140,Twitchell Island,San Francisco Bay,6/21/2018,0800,172,0.32, ,0.00, ,458, ,1.3, ,17.3, ,64, ,10.3, ,4.1, ,228, ,20.8, 
140,Twitchell Island,San Francisco Bay,6/21/2018,0900,172,0.47, ,0.00, ,647, ,1.3, ,19.7, ,58, ,11.2, ,3.9, ,231, ,20.7, 
140,Twitchell Island,San Francisco Bay,6/21/2018,1000,172,0.57, ,0.00, ,804, ,1.4, ,21.9, ,52, ,11.7, ,3.1, ,245, ,20.7, 
140,Twitchell Island,San Francisco Bay,6/21/2018,1100,172,0.68, ,0.00, ,908, ,1.4, ,24.2, ,46, ,11.7, ,2.8, ,257, ,20.9, 
140,Twitchell Island,San Francisco Bay,6/21/2018,1200,172,0.75, ,0.00, ,978, ,1.4, ,26.7, ,39, ,11.7, ,2.3, ,248, ,21.3, 
140,Twitchell Island,San Francisco Bay,6/21/2018,1300,172,0.81, ,0.00, ,1003, ,1.4, ,29.2, ,35, ,12.0, ,2.4, ,255, ,21.8, 
140,Twitchell Island,San Francisco Bay,6/21/2018,1400,172,0.79, ,0.00, ,966, ,1.4, ,30.5, ,32, ,12.0, ,2.3, ,246, ,22.5, 
140,Twitchell Island,San Francisco Bay,6/21/2018,1500,172,0.74, ,0.00, ,875, ,1.4, ,31.5, ,30, ,11.7, ,2.6, ,240, ,23.1, 
140,Twitchell Island,San Francisco Bay,6/21/2018,1600,172,0.63, ,0.00, ,732, ,1.5, ,31.6, ,32, ,12.8, ,3.1, ,224, ,23.6, 
140,Twitchell Island,San Francisco Bay,6/21/2018,1700,172,0.48, ,0.00, ,556, ,1.5, ,31.0, ,33, ,12.8, ,3.2, ,211, ,23.9, 
140,Twitchell Island,San Francisco Bay,6/21/2018,1800,172,0.36, ,0.00, ,352, ,1.4, ,29.9, ,34, ,12.3, ,3.7, ,229, ,24.1, 
140,Twitchell Island,San Francisco Bay,6/21/2018,1900,172,0.24, ,0.00, ,156, ,1.4, ,27.4, ,37, ,11.5, ,4.2, ,231, ,24.2, 
140,Twitchell Island,San Francisco Bay,6/21/2018,2000,172,0.09, ,0.00, ,16, ,1.2, ,24.2, ,41, ,10.0, ,3.5, ,224, ,24.1, 
140,Twitchell Island,San Francisco Bay,6/21/2018,2100,172,0.07, ,0.00, ,0, ,1.2, ,22.7, ,44, ,9.7, ,3.3, ,222, ,24.0, 
140,Twitchell Island,San Francisco Bay,6/21/2018,2200,172,0.06, ,0.00, ,0, ,1.2, ,21.6, ,46, ,9.5, ,3.5, ,214, ,23.7, 
140,Twitchell Island,San Francisco Bay,6/21/2018,2300,172,0.08, ,0.00, ,0, ,1.2, ,20.9, ,47, ,9.3, ,4.5, ,227, ,23.5, 
140,Twitchell Island,San Francisco Bay,6/21/2018,2400,172,0.08, ,0.00, ,0, ,1.2, ,20.5, ,49, ,9.4, ,5.2, ,242, ,23.2, 
140,Twitchell Island,San Francisco Bay,6/22/2018,0100,173,0.07, ,0.00, ,0, ,1.2, ,19.6, ,53, ,9.8, ,4.7, ,238, ,23.0, 
140,Twitchell Island,San Francisco Bay,6/22/2018,0200,173,0.06, ,0.00, ,0, ,1.2, ,18.8, ,57, ,10.2, ,4.5, ,235, ,22.8, 
140,Twitchell Island,San Francisco Bay,6/22/2018,0300,173,0.02, ,0.00, ,0, ,1.3, ,18.0, ,61, ,10.3, ,1.8, ,291, ,22.5, 
140,Twitchell Island,San Francisco Bay,6/22/2018,0400,173,0.02, ,0.00, ,0, ,1.2, ,17.8, ,61, ,10.1, ,2.3, ,272, ,22.3, 
140,Twitchell Island,San Francisco Bay,6/22/2018,0500,173,0.01, ,0.00, ,3, ,1.2, ,17.1, ,64, ,10.2, ,1.5, ,244, ,22.1, 
140,Twitchell Island,San Francisco Bay,6/22/2018,0600,173,0.04, ,0.00, ,83, ,1.3, ,18.0, ,62, ,10.5, ,1.4, ,239, ,21.9, 
140,Twitchell Island,San Francisco Bay,6/22/2018,0700,173,0.19, ,0.00, ,253, ,1.3, ,20.2, ,55, ,10.7, ,2.0, ,262, ,21.7, 
140,Twitchell Island,San Francisco Bay,6/22/2018,0800,173,0.32, ,0.00, ,426, ,1.3, ,22.3, ,49, ,11.2, ,2.2, ,252, ,21.6, 
140,Twitchell Island,San Francisco Bay,6/22/2018,0900,173,0.49, ,0.00, ,637, ,1.4, ,25.4, ,44, ,12.3, ,2.0, ,276, ,21.5, 
140,Twitchell Island,San Francisco Bay,6/22/2018,1000,173,0.62, ,0.00, ,789, ,1.5, ,28.0, ,39, ,12.8, ,1.8, ,272, ,21.5, 
140,Twitchell Island,San Francisco Bay,6/22/2018,1100,173,0.74, ,0.00, ,910, ,1.5, ,31.0, ,33, ,12.7, ,2.0, ,313, ,21.7, 
140,Twitchell Island,San Francisco Bay,6/22/2018,1200,173,0.82, ,0.00, ,981, ,1.5, ,33.3, ,29, ,13.1, ,2.1, ,358, ,22.2, 
140,Twitchell Island,San Francisco Bay,6/22/2018,1300,173,0.84, ,0.00, ,991, ,1.6, ,34.7, ,28, ,13.5, ,1.8, ,4, ,22.8, 
140,Twitchell Island,San Francisco Bay,6/22/2018,1400,173,0.79, ,0.00, ,950, ,1.7, ,34.9, ,30, ,14.6, ,1.6, ,199, ,23.4, 
140,Twitchell Island,San Francisco Bay,6/22/2018,1500,173,0.71, ,0.00, ,855, ,1.5, ,36.9, ,24, ,12.9, ,1.2, ,222, ,24.0,Y
140,Twitchell Island,San Francisco Bay,6/22/2018,1600,173,0.64, ,0.00, ,717, ,1.5, ,36.6, ,24, ,12.9, ,2.4, ,234, ,24.5,Y
140,Twitchell Island,San Francisco Bay,6/22/2018,1700,173,0.49, ,0.00, ,547, ,1.5, ,35.4, ,26, ,12.9, ,2.8, ,225, ,24.7,Y
140,Twitchell Island,San Francisco Bay,6/22/2018,1800,173,0.38, ,0.00, ,345, ,1.4, ,33.9, ,27, ,12.3, ,3.2, ,226, ,24.9, 
140,Twitchell Island,San Francisco Bay,6/22/2018,1900,173,0.24, ,0.00, ,152, ,1.4, ,31.3, ,31, ,12.1, ,3.4, ,227, ,25.0, 
140,Twitchell Island,San Francisco Bay,6/22/2018,2000,173,0.11, ,0.00, ,17, ,1.1, ,28.1, ,29, ,8.5, ,2.8, ,224, ,25.0, 
140,Twitchell Island,San Francisco Bay,6/22/2018,2100,173,0.08, ,0.00, ,0, ,1.1, ,26.1, ,32, ,8.2, ,2.4, ,225, ,24.8, 
140,Twitchell Island,San Francisco Bay,6/22/2018,2200,173,0.07, ,0.00, ,0, ,1.1, ,24.7, ,37, ,8.9, ,2.6, ,234, ,24.6, 
140,Twitchell Island,San Francisco Bay,6/22/2018,2300,173,0.09, ,0.00, ,0, ,1.2, ,24.5, ,39, ,9.7, ,3.9, ,233, ,24.4, 
140,Twitchell Island,San Francisco Bay,6/22/2018,2400,173,0.11,Y,0.00, ,0, ,1.2, ,24.6,Y,40,Y,10.0,Y,4.6, ,236, ,24.1, 
140,Twitchell Island,San Francisco Bay,6/23/2018,0100,174,0.10, ,0.00, ,0, ,1.2, ,23.4, ,43, ,10.3, ,4.7, ,241, ,23.9, 
140,Twitchell Island,San Francisco Bay,6/23/2018,0200,174,0.06, ,0.00, ,0, ,1.3, ,21.9, ,50, ,10.9, ,3.5, ,237, ,23.7, 
140,Twitchell Island,San Francisco Bay,6/23/2018,0300,174,0.03, ,0.00, ,0, ,1.3, ,21.8, ,50, ,11.0, ,1.7, ,268, ,23.4, 
